Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular
stu7258,pallavi maharaj,femal,19,93,96,14,58,61,322,64.4,74.34,scienc club
stu7259,bina bhatt,femal,18,0,21,15,92,92,220,44.0,63.45,scienc club
stu7260,aditya kadakia,male,22,51,93,73,9,99,325,65.0,84.01,drama
stu7261,xavier barad,male,22,55,57,88,42,79,321,64.2,95.64,music
stu7262,tamanna roy,femal,20,40,61,37,87,22,247,49.4,98.17,music
stu7263,zaid brahmbhatt,male,18,55,54,76,20,30,235,47.0,86.59,scienc club
stu7264,ayaan rana,male,19,73,97,32,51,44,297,59.4,89.46,danc
stu7265,arin dua,male,22,52,87,91,43,82,355,71.0,90.26,music
stu7266,abdul pall,male,22,21,69,61,81,99,331,66.2,91.91,sport
stu7267,oliv sharaf,male,17,72,40,52,41,96,301,60.2,62.86,drama
stu7268,charvi banerje,femal,22,50,100,31,52,34,267,53.4,82.11,music
stu7269,saanvi mishra,femal,22,89,53,28,54,97,321,64.2,97.4,sport
stu7271,indira biswa,femal,22,61,17,21,89,14,202,40.4,63.67,danc
stu7272,utkarsh kumar,male,19,68,38,75,7,98,286,57.2,91.36,sport
stu7273,januja balakrishnan,femal,21,91,100,21,14,75,301,60.2,96.17,danc
stu7275,triveni narayan,femal,22,85,72,13,19,53,242,48.4,83.6,scienc club
stu7276,upadhr bhatia,femal,22,69,61,8,77,26,241,48.2,95.99,music
stu7277,faraj kar,male,21,50,4,62,2,60,178,35.6,67.19,danc
stu7278,mason chawla,male,21,40,5,28,30,99,202,40.4,82.17,drama
stu7279,megha nagar,femal,22,81,53,16,47,59,256,51.2,68.18,danc
stu7280,omaja dara,femal,21,97,97,36,10,86,326,65.2,69.43,sport
stu7281,jackson desai,male,20,95,59,32,63,46,295,59.0,75.82,music
stu7282,yashodhara jha,femal,17,57,56,74,50,21,258,51.6,73.65,sport
stu7283,libni kade,femal,19,80,83,39,82,76,360,72.0,66.79,sport
stu7284,mohini dugar,femal,19,87,95,22,19,0,223,44.6,98.72,danc
stu7285,meghana sabharw,femal,21,89,26,34,43,36,228,45.6,61.29,drama
stu7286,sathvik kadakia,male,17,12,69,81,78,86,326,65.2,61.59,music
stu7287,widisha prabhu,femal,18,97,43,60,12,67,279,55.8,63.62,music
stu7288,xiti sachdev,femal,18,91,49,23,12,92,267,53.4,79.85,sport
stu7289,bahadurjit loke,male,18,55,93,3,26,47,224,44.8,90.2,scienc club
stu7290,irya tripathi,femal,18,28,49,49,27,77,230,46.0,68.2,sport
stu7291,anusha kari,femal,22,39,70,22,57,85,273,54.6,68.04,drama
stu7292,riya mani,femal,22,87,76,22,64,60,309,61.8,95.46,music
stu7293,yash verma,male,22,26,82,39,97,37,281,56.2,91.73,drama
stu7294,abdul sastri,male,22,94,23,40,47,77,281,56.2,77.17,danc
stu7295,ishaan merchant,male,17,29,75,34,1,58,197,39.4,99.36,danc
stu7296,ucchal venkatesh,femal,21,96,21,97,81,61,356,71.2,66.68,sport
stu7297,anay chacko,male,22,70,41,46,92,72,321,64.2,75.14,scienc club
stu7298,dhruv dugar,male,22,70,80,40,63,63,316,63.2,95.64,sport
stu7299,hritik jani,male,22,54,8,38,57,72,229,45.8,92.23,scienc club
stu7300,dhriti bera,femal,20,80,100,21,98,23,322,64.4,69.03,sport
stu7302,aradhana rau,femal,22,72,39,60,60,4,235,47.0,92.92,scienc club
stu7303,harish desai,male,19,34,42,0,58,85,219,43.8,62.5,danc
stu7304,sanaya murthi,femal,22,11,27,76,76,95,285,57.0,92.87,danc
stu7305,thoma mani,male,22,61,13,99,71,55,299,59.8,78.04,music
stu7306,saumya randhawa,femal,17,37,4,54,0,3,98,19.6,73.01,sport
stu7307,priya wason,femal,19,68,29,83,79,98,357,71.4,67.61,drama
stu7308,vyanjana bandi,femal,19,96,50,87,13,69,315,63.0,84.25,drama
stu7309,frederick nagar,male,19,85,80,8,56,71,300,60.0,64.8,sport
stu7310,rushil seshadri,male,19,81,53,95,31,8,268,53.6,78.8,danc
stu7311,aachal wagl,femal,20,82,4,20,69,69,244,48.8,75.34,sport
stu7313,waida sunder,femal,20,67,26,96,80,22,291,58.2,96.23,music
stu7314,chaman taneja,femal,22,60,24,15,18,86,203,40.6,60.48,drama
stu7316,amruta golla,femal,20,90,3,9,82,57,241,48.2,63.1,danc
stu7317,gagan chauhan,male,19,38,78,58,20,86,280,56.0,81.0,drama
stu7319,joshua sarraf,male,21,24,38,27,7,1,97,19.4,61.45,danc
stu7320,vasana raghavan,femal,17,26,3,97,29,60,215,43.0,75.91,sport
stu7321,janaki goyal,femal,20,33,89,59,76,7,264,52.8,68.46,scienc club
stu7322,victor balasubramanian,male,21,60,98,43,28,53,282,56.4,72.32,drama
stu7323,samaksh mannan,male,18,97,16,16,79,29,237,47.4,62.86,scienc club
stu7325,manya bansal,femal,18,91,80,10,54,62,297,59.4,74.58,drama
stu7326,ojasvi taneja,femal,18,15,52,46,100,7,220,44.0,63.24,sport
stu7327,maya doctor,femal,17,87,59,84,70,57,357,71.4,89.57,drama
stu7329,yauvani ann,femal,21,73,98,31,43,56,301,60.2,81.9,music
stu7331,meghana bhatti,femal,20,5,58,27,25,27,142,28.4,63.1,music
stu7332,darpan deol,male,22,90,1,72,42,39,244,48.8,93.51,music
stu7333,ranveer dutta,male,21,95,68,94,89,99,445,89.0,81.49,drama
stu7334,ishanvi master,femal,18,6,32,40,60,42,180,36.0,77.67,sport
stu7335,chasmum subramaniam,femal,20,69,85,46,71,14,285,57.0,93.03,scienc club
stu7336,sarthak seth,male,18,24,41,98,63,59,285,57.0,93.01,music
stu7337,aarini sarin,femal,18,81,14,89,4,98,286,57.2,68.96,drama
stu7338,lakshit sharaf,male,19,62,94,23,1,3,183,36.6,62.84,scienc club
stu7339,domin sidhu,male,17,85,95,86,33,40,339,67.8,64.68,scienc club
stu7341,anvi varghes,femal,20,52,66,54,34,78,284,56.8,82.35,danc
stu7342,vrinda sama,femal,19,79,29,49,31,92,280,56.0,72.74,drama
stu7343,simon shere,male,21,16,23,34,29,82,184,36.8,79.09,music
stu7344,rachit bhargava,male,18,54,73,24,100,30,281,56.2,77.47,music
stu7345,keya roy,femal,20,60,58,78,51,65,312,62.4,95.81,scienc club
stu7347,gaurangi zacharia,femal,17,62,98,67,13,73,313,62.6,84.88,scienc club
stu7348,manbir sami,male,19,65,99,67,18,85,334,66.8,79.34,music
stu7351,faqid mitter,male,18,0,2,86,16,7,111,22.2,69.93,scienc club
stu7352,sanya maharaj,femal,21,42,73,48,18,6,187,37.4,70.16,danc
stu7353,ansh choudhri,male,20,58,60,50,83,67,318,63.6,96.76,danc
stu7354,harish brahmbhatt,male,17,37,74,27,84,20,242,48.4,81.12,scienc club
stu7356,warind shenoy,male,21,97,24,58,74,91,344,68.8,67.51,music
stu7357,amol babu,male,17,34,79,30,68,78,289,57.8,79.93,music
stu7359,hritik rana,male,17,61,93,39,83,11,287,57.4,67.97,scienc club
stu7360,chaman biswa,femal,22,61,40,17,31,6,155,31.0,93.76,sport
stu7363,gauri sarna,femal,18,88,29,92,40,96,345,69.0,71.61,scienc club
stu7364,wazir murti,male,22,65,80,19,3,79,246,49.2,95.35,danc
stu7365,girish sarkar,male,19,70,1,57,74,3,205,41.0,69.03,danc
stu7366,meghana rattan,femal,21,27,9,37,68,48,189,37.8,73.85,music
stu7367,yutika parmer,femal,21,86,0,63,74,75,298,59.6,95.6,danc
stu7369,vanya pant,femal,19,25,26,20,14,9,94,18.8,83.59,danc
stu7370,gaurika loke,femal,17,93,15,37,41,67,253,50.6,67.7,drama
stu7371,udant han,male,17,98,48,30,59,3,238,47.6,75.52,scienc club
stu7372,jeevika mandal,femal,21,64,4,89,51,31,239,47.8,75.25,danc
stu7373,nihal maharaj,male,22,39,83,42,24,28,216,43.2,83.98,sport
stu7374,agastya kamdar,male,20,0,57,82,89,55,283,56.6,63.16,music
stu7376,qarin subramaniam,male,18,57,30,74,10,58,229,45.8,68.62,sport
stu7377,chavvi badal,femal,21,79,45,59,66,5,254,50.8,79.22,drama
stu7378,amaira cherian,femal,17,70,82,81,64,77,374,74.8,92.22,danc
stu7379,ekani shanker,femal,22,54,55,63,59,5,236,47.2,84.43,danc
stu7380,pavani memon,femal,18,43,60,5,11,57,176,35.2,79.31,danc
stu7381,jagat karnik,male,17,48,32,94,48,15,237,47.4,87.2,danc
stu7382,kamala dara,femal,22,31,82,65,93,3,274,54.8,70.34,music
stu7383,hemani radhakrishnan,femal,22,64,41,21,74,26,226,45.2,72.05,scienc club
stu7386,tanmayi pradhan,femal,18,69,94,16,86,70,335,67.0,83.66,danc
stu7387,pranav chhabra,male,21,8,91,64,75,34,272,54.4,77.93,music
stu7388,lajita ganesan,femal,18,49,66,71,52,74,312,62.4,93.03,sport
stu7389,samarth ray,male,17,8,87,5,18,27,145,29.0,74.83,music
stu7390,ryan mital,male,18,81,12,96,64,30,283,56.6,79.96,danc
stu7391,chame ratta,femal,21,100,21,47,59,81,308,61.6,88.27,music
stu7392,pratyush choudhuri,male,21,32,7,40,99,78,256,51.2,72.3,sport
stu7393,priya kulkarni,femal,17,71,78,51,28,85,313,62.6,73.29,music
stu7394,varsha sath,femal,18,27,62,60,43,99,291,58.2,63.64,scienc club
stu7395,riya natt,femal,19,66,20,61,12,95,254,50.8,72.47,music
stu7396,frado dewan,male,22,1,67,7,96,76,247,49.4,61.32,scienc club
stu7397,vritti patil,femal,17,92,84,99,37,18,330,66.0,91.1,sport
stu7398,widisha thaman,femal,22,62,51,63,7,38,221,44.2,60.97,drama
stu7400,hardik singh,male,22,71,34,37,21,82,245,49.0,89.58,drama
stu7401,prisha aurora,femal,21,79,36,75,34,68,292,58.4,77.2,music
stu7402,tarak banerje,male,19,23,97,30,83,32,265,53.0,80.97,music
stu7403,orind din,male,21,31,61,94,73,85,344,68.8,91.19,music
stu7405,ishwar,male,20,63,14,54,52,0,183,36.6,79.71,danc
stu7406,gavin kade,male,18,35,86,16,30,52,219,43.8,63.56,scienc club
stu7407,baghyawati goel,femal,20,65,12,24,23,64,188,37.6,90.55,drama
stu7408,rudra merchant,male,22,49,83,85,27,63,307,61.4,95.38,scienc club
stu7409,orind saha,male,17,73,14,25,4,20,136,27.2,71.8,drama
stu7411,chatresh varughes,male,18,22,71,80,95,41,309,61.8,61.46,music
stu7412,nidhi gade,femal,20,90,36,82,7,43,258,51.6,84.84,scienc club
stu7413,shivani saha,femal,19,37,86,58,22,22,225,45.0,61.39,music
stu7415,vansha iyengar,femal,20,55,67,19,84,51,276,55.2,85.51,danc
stu7416,amaira oak,femal,20,40,62,4,83,18,207,41.4,97.62,drama
stu7417,ikbal ravel,male,17,5,78,59,75,4,221,44.2,92.1,drama
stu7418,victor dua,male,19,30,65,63,69,77,304,60.8,66.59,scienc club
stu7419,triya yadav,femal,20,39,87,8,19,34,187,37.4,94.29,sport
stu7420,chakradev ramaswami,male,22,93,76,17,3,77,266,53.2,77.41,drama
stu7421,lohit prakash,male,18,19,72,26,37,54,208,41.6,96.15,danc
stu7423,jagvi loke,femal,19,22,72,55,49,4,202,40.4,96.22,music
stu7425,moham ratta,male,17,17,14,73,63,9,176,35.2,87.4,scienc club
stu7426,kala oza,femal,19,99,20,87,8,67,281,56.2,64.35,drama
stu7427,harinakshi dara,femal,19,79,8,20,73,77,257,51.4,90.74,drama
stu7428,teja han,male,18,8,55,53,54,26,196,39.2,98.21,drama
stu7429,mugdha pandit,femal,20,36,90,78,82,41,327,65.4,88.92,music
stu7430,yashodhara pillay,femal,22,98,41,69,32,23,263,52.6,78.88,drama
stu7431,waida venkatesh,femal,21,55,30,71,80,31,267,53.4,87.37,scienc club
stu7432,oscar hegd,male,20,73,70,26,76,26,271,54.2,82.03,danc
stu7433,kiaan aurora,male,19,67,43,39,81,60,290,58.0,66.52,danc
stu7434,mason verma,male,22,2,94,30,90,22,238,47.6,80.07,sport
stu7435,netra thaman,femal,17,74,23,47,35,5,184,36.8,69.25,danc
stu7436,warda palla,femal,17,76,26,68,52,96,318,63.6,69.51,drama
stu7437,noah murti,male,17,58,39,3,98,42,240,48.0,84.1,danc
stu7438,omkaar sarraf,male,22,45,100,56,19,66,286,57.2,69.51,sport
stu7439,wakeeta dar,femal,20,41,0,100,63,40,244,48.8,99.96,music
stu7440,ishaan baral,male,22,34,73,89,86,55,337,67.4,87.68,sport
stu7441,raksha sehgal,femal,21,76,14,80,67,96,333,66.6,78.9,music
stu7442,kai nadig,male,18,11,66,31,26,14,148,29.6,62.7,drama
stu7443,warhi biswa,femal,21,87,54,83,98,22,344,68.8,93.84,music
stu7445,tanmayi krishnamurthi,femal,17,4,62,72,66,38,242,48.4,83.21,music
stu7446,sanaya parikh,femal,20,38,6,18,25,59,146,29.2,72.59,drama
stu7447,hemani kalita,femal,17,3,38,52,31,85,209,41.8,92.6,scienc club
stu7448,jatin hegd,male,18,51,13,7,29,2,102,20.4,76.48,scienc club
stu7449,saksham sane,male,21,67,88,6,33,60,254,50.8,88.25,music
stu7450,urvashi bahri,femal,22,47,30,25,71,13,186,37.2,65.83,scienc club
stu7451,meghana ramachandran,femal,21,35,14,79,51,46,225,45.0,95.38,danc
stu7453,nichola agat,male,20,72,3,43,70,32,220,44.0,63.6,music
stu7454,odika rout,femal,19,81,41,82,31,49,284,56.8,63.24,drama
stu7456,vivaan ahluwalia,male,22,64,31,50,50,72,267,53.4,86.46,music
stu7457,vinaya balay,femal,17,88,32,30,20,71,241,48.2,62.31,sport
stu7459,neel bava,male,22,52,84,30,71,25,262,52.4,95.84,sport
stu7460,shivansh dalia,male,21,0,24,10,29,18,81,16.2,62.66,scienc club
stu7461,diya srinivasan,femal,22,38,27,17,0,66,148,29.6,94.79,danc
stu7462,rajata pal,femal,17,29,50,15,86,80,260,52.0,64.04,music
stu7463,samesh parmar,male,21,66,39,7,96,60,268,53.6,87.46,scienc club
stu7464,krishna aggarw,male,21,12,80,46,76,82,296,59.2,65.68,danc
stu7465,shivansh kapadia,male,21,31,56,2,67,14,170,34.0,90.48,scienc club
stu7466,eiravati raval,femal,19,45,54,53,58,62,272,54.4,64.13,danc
stu7467,sudiksha bath,femal,20,55,11,66,99,1,232,46.4,90.3,danc
stu7468,sarthak suresh,male,21,60,100,99,89,73,421,84.2,85.14,music
stu7469,chaitali gaba,femal,22,59,94,62,8,47,270,54.0,80.35,sport
stu7470,chaman sehgal,femal,22,46,100,73,31,14,264,52.8,90.31,drama
stu7471,chakradev ramachandran,male,18,6,33,82,18,9,148,29.6,95.94,danc
stu7472,vansha gola,femal,18,77,3,10,5,83,178,35.6,73.62,sport
stu7473,harini kaul,femal,20,27,99,84,72,19,301,60.2,70.45,sport
stu7474,ronith date,male,17,79,20,90,75,27,291,58.2,99.75,danc
stu7475,chanakya basak,male,17,98,70,27,5,13,213,42.6,91.08,danc
stu7476,urmi thaker,femal,21,81,2,39,11,31,164,32.8,77.81,scienc club
stu7477,oeshi parmer,femal,21,50,5,49,19,36,159,31.8,65.09,sport
stu7478,meera kalita,femal,19,21,47,55,84,100,307,61.4,99.98,scienc club
stu7479,jagat singhal,male,17,43,45,36,64,52,240,48.0,97.85,sport
stu7480,arin rao,male,20,49,64,63,30,88,294,58.8,73.66,music
stu7481,arya wabl,femal,17,65,5,83,32,63,248,49.6,74.76,danc
stu7483,lila ganesan,femal,19,7,33,8,97,79,224,44.8,62.67,scienc club
stu7484,rohan prasad,male,22,3,41,14,12,21,91,18.2,86.71,sport
stu7485,bakhshi deep,male,22,89,45,15,50,16,215,43.0,77.51,music
stu7486,mugdha sath,femal,18,99,20,99,100,53,371,74.2,63.09,scienc club
stu7487,joshua raman,male,19,22,82,46,48,81,279,55.8,95.5,sport
stu7488,eesha bala,femal,18,52,23,57,47,28,207,41.4,71.18,sport
stu7489,pallavi naik,femal,19,40,32,23,14,68,177,35.4,70.02,scienc club
stu7490,janya chander,femal,19,56,90,45,97,29,317,63.4,66.92,danc
stu7491,michael vohra,male,17,67,43,23,43,70,246,49.2,67.67,scienc club
stu7492,kiaan srinivasan,male,18,15,12,73,24,59,183,36.6,89.82,music
stu7493,chatura patel,male,21,56,37,7,47,78,225,45.0,93.36,sport
stu7494,chandran bhavsar,male,20,34,58,55,1,3,151,30.2,70.5,sport
stu7495,aadi natt,male,19,97,87,40,72,67,363,72.6,80.76,danc
stu7497,shivani ganesan,femal,17,85,85,25,70,98,363,72.6,90.38,danc
stu7498,theodor dugal,male,19,82,79,35,94,48,338,67.6,73.68,drama
stu7499,madhav goyal,male,20,47,73,92,56,69,337,67.4,96.78,drama
stu7501,kashish bhavsar,femal,19,68,75,56,12,70,281,56.2,63.18,danc
stu7502,sneha edwin,femal,17,68,76,89,74,10,317,63.4,77.45,danc
stu7503,adya hari,femal,22,45,79,21,57,64,266,53.2,73.83,drama
stu7505,tristan gokhal,male,18,40,69,88,15,78,290,58.0,97.26,scienc club
stu7506,radha babu,femal,19,10,18,36,37,17,118,23.6,97.46,scienc club
stu7507,bakhshi reddi,male,19,11,74,60,89,92,326,65.2,65.85,scienc club
stu7508,girindra talwar,male,20,23,60,82,49,27,241,48.2,83.62,danc
stu7509,onveer dhawan,male,20,61,57,72,18,50,258,51.6,97.43,music
stu7511,aryan gard,male,18,94,88,76,100,45,403,80.6,63.18,music
stu7512,ekansh shroff,male,22,21,93,80,71,81,346,69.2,93.73,drama
stu7513,vedant nayak,male,18,74,74,90,12,89,339,67.8,93.52,sport
stu7514,dhruv sharma,male,20,31,11,83,40,25,190,38.0,85.97,drama
stu7515,veda sehgal,femal,21,21,97,41,23,70,252,50.4,75.98,sport
stu7516,aryan narayan,male,18,92,6,94,75,48,315,63.0,88.04,scienc club
stu7517,zinal chaudhari,femal,22,65,60,41,16,43,225,45.0,68.68,drama
stu7518,anya murthi,femal,22,77,96,50,70,63,356,71.2,94.81,danc
stu7520,kritika bhagat,femal,18,76,67,97,28,85,353,70.6,88.24,scienc club
stu7521,mitali kulkarni,femal,22,3,71,48,98,76,296,59.2,70.09,sport
stu7522,abdul,male,21,57,18,76,27,40,218,43.6,77.05,danc
stu7523,siddharth bansal,male,20,18,46,56,62,71,253,50.6,74.28,sport
stu7524,lajita bhat,femal,20,39,31,75,49,69,263,52.6,70.97,drama
stu7525,owen kohli,male,18,45,72,0,91,51,259,51.8,71.68,sport
stu7528,saumya chawla,femal,20,91,76,37,33,48,285,57.0,99.42,drama
stu7529,frado bobal,male,17,76,60,78,10,62,286,57.2,66.15,scienc club
stu7531,urishilla dora,femal,19,46,9,18,65,15,153,30.6,94.89,sport
stu7532,hritik korpal,male,20,82,37,87,58,62,326,65.2,91.08,danc
stu7533,nidhi chaudhri,femal,19,17,66,70,80,83,316,63.2,98.92,drama
stu7534,rehaan jhaveri,male,17,51,72,27,17,32,199,39.8,64.26,sport
stu7535,domin virk,male,18,88,74,13,25,76,276,55.2,92.73,drama
stu7537,panini lata,femal,17,23,76,28,75,18,220,44.0,73.48,scienc club
stu7538,radha thaman,femal,22,62,66,75,71,58,332,66.4,82.75,drama
stu7539,vansha randhawa,femal,21,73,48,18,13,78,230,46.0,75.73,music
stu7540,upasna natt,femal,22,38,82,94,45,95,354,70.8,76.72,sport
stu7541,udyati mitra,femal,19,14,9,96,10,20,149,29.8,66.35,danc
stu7542,balendra nagi,male,19,14,66,22,85,52,239,47.8,65.53,music
stu7543,raghav pai,male,18,84,81,41,6,9,221,44.2,98.54,sport
stu7544,jagdish rattan,male,17,77,100,22,99,71,369,73.8,64.79,music
stu7545,yoshita gard,femal,22,0,20,18,25,72,135,27.0,77.92,danc
stu7547,fara buch,male,19,68,59,98,38,64,327,65.4,74.53,drama
stu7548,mekhala karp,femal,17,96,82,71,77,64,390,78.0,85.37,sport
stu7549,yashodhara nori,femal,17,40,84,85,19,4,232,46.4,98.25,drama
stu7550,nathan bhandari,male,19,20,12,17,25,38,112,22.4,63.85,danc
stu7551,vihaan raj,male,20,45,77,49,58,8,237,47.4,84.08,scienc club
stu7552,indrajit om,male,19,50,10,63,10,82,215,43.0,95.17,music
stu7554,gopal chand,male,17,96,79,42,11,100,328,65.6,63.87,danc
stu7555,neha khatri,femal,19,85,38,82,49,94,348,69.6,76.14,music
stu7556,vasudha mani,femal,17,44,15,27,89,56,231,46.2,72.31,drama
stu7557,abhiram sachdev,male,18,30,90,6,100,61,287,57.4,85.48,drama
stu7558,tamanna mistri,femal,18,49,58,22,78,56,263,52.6,97.47,music
stu7559,edhitha patel,femal,19,14,96,60,40,30,240,48.0,81.78,sport
stu7561,aarav chatterje,male,19,15,72,5,59,36,187,37.4,80.59,danc
stu7562,hardik mital,male,21,3,77,89,2,9,180,36.0,74.42,music
stu7563,naveen bahri,male,17,92,6,8,17,23,146,29.2,90.5,music
stu7564,avni savant,femal,19,92,55,0,84,78,309,61.8,65.06,sport
stu7565,naveen kota,male,21,54,74,35,23,73,259,51.8,77.69,scienc club
stu7566,harish bali,male,19,24,94,9,82,27,236,47.2,86.79,sport
stu7567,bishakha patil,femal,20,17,21,21,26,4,89,17.8,73.49,music
stu7569,unni menon,femal,17,62,0,93,29,15,199,39.8,60.72,sport
stu7571,girish chada,male,19,3,98,94,93,70,358,71.6,87.4,sport
stu7572,nitara sodhi,femal,17,35,52,24,68,25,204,40.8,62.07,scienc club
stu7573,ekanta wagl,femal,20,42,19,64,66,68,259,51.8,69.49,danc
stu7575,zaid menon,male,19,79,8,59,2,12,160,32.0,63.64,drama
stu7576,david halder,male,18,57,35,54,87,8,241,48.2,85.27,danc
stu7578,ishanvi shere,femal,21,19,93,78,80,68,338,67.6,63.43,music
stu7579,nidra tripathi,femal,17,51,65,68,100,42,326,65.2,64.84,sport
stu7580,aditya karnik,male,20,2,21,97,67,76,263,52.6,63.12,drama
stu7581,jatin modi,male,22,0,58,34,62,89,243,48.6,62.04,drama
stu7584,amruta sule,femal,19,58,97,71,9,84,319,63.8,68.76,drama
stu7585,ati din,femal,20,88,93,78,76,97,432,86.4,81.77,music
stu7586,matthew bhalla,male,20,86,77,26,16,79,284,56.8,68.18,music
stu7587,ayaan pandya,male,18,46,64,4,86,58,258,51.6,74.89,sport
stu7589,waida mann,femal,19,67,3,70,73,55,268,53.6,80.64,drama
stu7591,lekha mitter,femal,21,95,30,14,23,3,165,33.0,62.95,scienc club
stu7592,meghana nazareth,femal,19,3,39,95,69,47,253,50.6,61.47,danc
stu7593,gavin mall,male,22,63,3,76,46,14,202,40.4,94.58,scienc club
stu7594,zilmil deshpand,femal,21,59,58,89,57,2,265,53.0,70.07,sport
stu7595,tamanna goswami,femal,18,83,99,34,47,24,287,57.4,64.72,sport
stu7596,georg sandal,male,18,96,15,82,45,40,278,55.6,94.26,scienc club
stu7597,reva bedi,femal,20,49,22,49,31,77,228,45.6,97.72,drama
stu7598,champak rana,male,20,89,70,58,78,43,338,67.6,70.57,drama
stu7599,vedhika rana,femal,21,74,33,86,90,64,347,69.4,99.69,drama
stu7600,balveer sanghvi,male,20,40,38,45,97,41,261,52.2,76.2,drama
stu7601,sneha vala,femal,17,4,60,72,44,78,258,51.6,85.51,sport
stu7602,ekaja keer,femal,19,19,31,96,12,4,162,32.4,68.29,sport
stu7603,jagvi apt,femal,19,66,13,33,85,33,230,46.0,88.4,sport
stu7604,arunima bava,femal,20,20,78,77,0,50,225,45.0,70.14,danc
stu7605,ira seshadri,femal,18,52,58,35,12,11,168,33.6,86.6,scienc club
stu7606,wishi kalita,femal,22,53,70,42,47,99,311,62.2,78.01,danc
stu7607,lohit ganesh,male,21,37,52,2,9,76,176,35.2,99.32,scienc club
stu7608,xalak dalal,femal,22,90,63,74,80,57,364,72.8,68.44,drama
stu7609,saumya madan,femal,18,57,76,23,12,33,201,40.2,86.71,scienc club
stu7610,harsh ramaswami,male,18,13,2,0,23,74,112,22.4,91.82,drama
stu7612,widisha kashyap,femal,18,61,69,45,75,68,318,63.6,84.39,music
stu7613,tanveer shenoy,male,18,7,19,80,7,54,167,33.4,74.17,danc
stu7614,hemal contractor,femal,17,73,36,73,6,69,257,51.4,79.46,music
stu7615,anamika kunda,femal,19,5,100,15,40,84,244,48.8,79.49,scienc club
stu7616,pranav iyer,male,22,15,21,93,26,5,160,32.0,75.08,sport
stu7617,tanish sood,male,18,37,42,92,49,41,261,52.2,67.2,music
stu7620,forum bala,femal,21,48,75,9,37,64,233,46.6,96.28,sport
stu7621,darsh vala,male,21,54,75,2,90,26,247,49.4,75.17,scienc club
stu7622,hiral rajagop,femal,22,78,66,53,19,48,264,52.8,67.01,danc
stu7623,champak chhabra,male,20,26,46,80,20,12,184,36.8,81.28,music
stu7624,baljiwan nanda,male,17,25,71,15,45,1,157,31.4,87.63,music
stu7625,vansha muni,femal,19,64,47,34,44,32,221,44.2,86.84,sport
stu7626,fariq gole,male,20,57,100,30,80,34,301,60.2,66.57,scienc club
stu7628,meghana ramachandran,femal,22,88,20,60,37,14,219,43.8,97.42,danc
stu7629,harsh anand,male,21,63,66,99,26,12,266,53.2,87.47,scienc club
stu7630,veda rao,femal,19,27,1,45,25,19,117,23.4,77.9,music
stu7632,leena bhatia,femal,18,59,34,7,12,60,172,34.4,98.38,danc
stu7633,abha chhabra,femal,21,92,7,64,39,40,242,48.4,85.56,music
stu7634,dhriti rout,femal,17,70,100,23,69,90,352,70.4,84.7,danc
stu7636,devika oza,femal,17,59,99,89,88,3,338,67.6,93.29,danc
stu7637,unni viswanathan,femal,20,47,33,0,8,66,154,30.8,75.07,drama
stu7638,wridesh bhatt,male,18,88,82,72,99,38,379,75.8,76.55,music
stu7639,peter borra,male,17,50,66,29,95,89,329,65.8,87.97,music
stu7640,chaitali prashad,femal,20,95,93,30,57,90,365,73.0,98.19,scienc club
stu7641,nirja sridhar,femal,21,35,54,43,32,41,205,41.0,67.87,sport
stu7642,ria rajagopalan,femal,20,93,18,35,86,87,319,63.8,93.13,drama
stu7643,aditya subramanian,male,20,42,2,83,25,91,243,48.6,72.99,sport
stu7644,girik bhagat,male,22,43,100,32,61,9,245,49.0,99.51,music
stu7645,libni gera,femal,18,77,97,77,29,17,297,59.4,74.8,danc
stu7646,aarav ambl,male,18,19,29,15,2,71,136,27.2,62.18,sport
stu7647,nikita wagl,femal,18,24,55,4,29,20,132,26.4,93.82,music
stu7648,azad dash,male,21,45,15,57,82,34,233,46.6,67.52,sport
stu7650,bhavya pall,femal,22,64,36,19,6,29,154,30.8,90.96,scienc club
stu7651,ikshita dhar,femal,18,42,68,29,80,7,226,45.2,91.97,danc
stu7652,vamakshi chandran,femal,21,32,70,68,14,30,214,42.8,95.23,drama
stu7653,gaurav saxena,male,21,74,63,34,66,27,264,52.8,88.96,music
stu7654,urvashi sarraf,femal,17,47,94,4,20,8,173,34.6,67.87,music
stu7655,raghav sampath,male,19,79,63,88,24,91,345,69.0,75.38,scienc club
stu7657,harita krishnamurthi,femal,22,91,42,34,34,95,296,59.2,99.21,sport
stu7658,sanaya lad,femal,17,78,19,3,84,83,267,53.4,64.11,scienc club
stu7659,oeshi brar,femal,21,9,67,91,45,75,287,57.4,72.22,sport
stu7660,kabir patel,male,19,73,30,55,12,31,201,40.2,89.24,sport
stu7661,jai rajagop,male,21,81,41,32,19,67,240,48.0,98.81,drama
stu7663,leena saraf,femal,19,89,34,72,61,16,272,54.4,77.25,music
stu7665,jyoti murti,femal,19,33,61,69,10,72,245,49.0,75.75,scienc club
stu7666,aarini khare,femal,21,6,74,90,15,66,251,50.2,84.49,danc
stu7667,qushi chaudhari,femal,20,21,68,73,59,25,246,49.2,87.39,drama
stu7668,nisha tripathi,femal,19,51,85,6,73,41,256,51.2,70.47,sport
stu7669,riya bala,femal,20,75,31,17,25,100,248,49.6,93.07,danc
