Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular,Maths_Standardized,Gender_Encoded,Extra Curricular_Dance,Extra Curricular_Drama,Extra Curricular_Music,Extra Curricular_None,Extra Curricular_Science Club,Extra Curricular_Sports
STU8300,Mitesh Chacko,Male,19,54,33,96,19,87,289,57.8,61.45,Sports,0.13738570199489894,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8301,Fiyaz Ben,Male,20,56,92,20,68,66,302,60.4,77.0,Music,0.20621621401639142,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8302,Aadi Sarraf,Male,18,46,93,48,57,72,316,63.2,65.02,Dance,-0.13793634609107105,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8303,Omya Dave,Female,21,37,27,18,40,60,182,36.4,94.73,Science Club,-0.44767365018778726,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8304,Mahika Babu,Female,19,66,43,37,16,14,176,35.2,92.07,Music,0.5503687741238539,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8305,Oeshi Mukherjee,Female,19,54,99,85,40,76,354,70.8,82.89,None,0.13738570199489894,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8306,Gunbir Sachdev,Male,21,67,29,84,30,55,265,53.0,60.14,Sports,0.5847840301346001,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8307,Kai Bobal,Male,21,78,92,77,42,73,362,72.4,85.08,Drama,0.9633518462528089,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8308,Warhi Sibal,Female,19,60,7,10,85,3,165,33.0,72.53,None,0.3438772380593764,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8309,Christopher Munshi,Male,21,99,5,86,100,39,329,65.8,85.88,Science Club,1.68607222247848,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8310,Mohini More,Female,20,99,12,60,54,79,304,60.8,74.48,Dance,1.68607222247848,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8311,Abeer Seth,Male,19,69,25,94,50,31,269,53.8,91.21,Dance,0.6536145421560926,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8312,Janaki Tara,Female,22,60,55,64,1,40,220,44.0,79.28,Dance,0.3438772380593764,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8313,Michael Narasimhan,Male,22,46,64,16,4,78,208,41.6,79.6,Music,-0.13793634609107105,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8314,Kai Patel,Male,19,1,96,60,10,4,171,34.2,62.95,Dance,-1.6866228665746523,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8315,Bina Bhatt,Female,18,56,22,15,12,79,184,36.8,86.61,None,0.20621621401639142,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8316,Noah Pandit,Male,22,31,27,10,88,67,223,44.6,84.85,Drama,-0.6541651862522648,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8317,Harish Tripathi,Male,22,37,78,27,8,80,230,46.0,83.64,Science Club,-0.44767365018778726,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8318,Shivani Mittal,Female,22,3,86,56,57,53,255,51.0,96.11,Science Club,-1.6177923545531598,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8319,Anjali Lata,Female,20,82,67,86,73,33,341,68.2,61.31,Dance,1.101012870295794,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8320,Chanakya Gopal,Male,19,76,79,29,69,93,346,69.2,75.62,Science Club,0.8945213342313164,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8321,Anika Upadhyay,Female,17,39,2,62,8,19,130,26.0,76.57,Dance,-0.3788431381662948,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8322,Balvan Singh,Male,21,20,52,71,55,11,209,41.8,82.59,Music,-1.0327330023704735,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8323,Pranit Choudhury,Male,20,9,89,78,93,84,353,70.6,80.78,Music,-1.4113008184886822,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8324,Hamsini Batta,Female,21,43,19,35,64,60,221,44.2,84.64,Science Club,-0.2411821141233098,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8325,Bhavna Gaba,Female,22,70,82,70,41,14,277,55.4,93.3,None,0.688029798166839,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8326,Noah Parmer,Male,18,19,58,25,6,13,121,24.2,76.8,Sports,-1.0671482583812197,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8327,Indali Karnik,Female,17,100,90,60,94,79,423,84.6,99.21,Science Club,1.7204874784892263,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8328,Anya Vasa,Female,21,31,17,23,50,3,124,24.8,86.7,Dance,-0.6541651862522648,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8329,Arunima Vala,Female,22,19,58,71,43,17,208,41.6,76.04,Sports,-1.0671482583812197,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8330,Nikita Ravel,Female,22,6,38,73,73,24,214,42.8,85.32,Drama,-1.514546586520921,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8331,Mason Mann,Male,19,85,62,58,37,59,301,60.2,61.19,Music,1.2042586383280327,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8332,Nirja Lal,Female,22,98,63,96,83,33,373,74.6,65.91,Science Club,1.6516569664677339,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8333,Ikbal Pathak,Male,17,90,36,71,49,90,336,67.2,62.0,None,1.376334918381764,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8334,Jasmit Golla,Female,18,62,37,47,77,33,256,51.2,73.44,Dance,0.4127077500808689,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8335,Maanas Sawhney,Male,21,6,17,47,81,79,230,46.0,92.07,None,-1.514546586520921,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8336,Harrison Radhakrishnan,Male,19,1,77,89,1,22,190,38.0,63.85,None,-1.6866228665746523,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8337,Nikita Palla,Female,20,96,37,84,62,100,379,75.8,65.89,Dance,1.5828264544462414,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8338,Fiyaz Chahal,Male,17,25,81,53,14,20,193,38.6,91.16,Science Club,-0.8606567223167423,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8339,Ijaya Narasimhan,Female,18,73,87,47,53,74,334,66.8,73.82,Sports,0.7912755661990777,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8340,Krisha Bhatnagar,Female,21,39,85,92,58,68,342,68.4,96.16,None,-0.3788431381662948,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8341,Kabir Arora,Male,20,28,44,17,67,40,196,39.2,83.33,Science Club,-0.7574109542845036,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8342,Riya Misra,Female,19,45,11,74,55,38,223,44.6,60.57,Dance,-0.1723516021018173,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8343,Lucky Seshadri,Male,19,60,23,77,97,78,335,67.0,84.0,Music,0.3438772380593764,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8344,Wyatt Raj,Male,21,84,11,0,46,68,209,41.8,77.77,Dance,1.1698433823172865,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8345,Lakshit Uppal,Male,17,20,71,40,89,3,223,44.6,90.2,Dance,-1.0327330023704735,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8346,Ranveer Aurora,Male,21,50,50,71,97,32,300,60.0,72.17,Science Club,-0.0002753220480860619,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8347,Aarini Borra,Female,22,27,56,5,36,72,196,39.2,62.23,Dance,-0.7918262102952498,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8348,Raksha Venkataraman,Female,18,42,90,65,85,64,346,69.2,86.56,Sports,-0.27559737013405605,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8349,Ati Sathe,Female,19,72,81,43,8,91,295,59.0,98.97,None,0.7568603101883314,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8350,Nathaniel Ram,Male,17,35,51,86,57,78,307,61.4,86.62,Dance,-0.5165041622092797,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8351,Vrishti Gaba,Female,19,85,92,57,9,12,255,51.0,93.86,None,1.2042586383280327,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8352,Veer Pillai,Male,22,91,74,45,90,59,359,71.8,64.4,Sports,1.4107501743925102,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8353,Wridesh Nadig,Male,19,76,93,46,35,0,250,50.0,80.66,Dance,0.8945213342313164,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8354,Christopher Sami,Male,20,7,54,27,91,88,267,53.4,86.39,Drama,-1.4801313305101746,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8355,Radhika Agate,Female,21,81,94,90,22,28,315,63.0,62.96,Music,1.0665976142850477,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8356,Zaitra Kurian,Female,18,23,81,85,85,42,316,63.2,72.93,Sports,-0.9294872343382348,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8357,Barkha Sridhar,Female,20,26,59,79,21,61,246,49.2,88.68,Drama,-0.826241466305996,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8358,Tamanna Kohli,Female,19,93,40,19,18,76,246,49.2,64.46,Drama,1.4795806864140026,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8359,Sudiksha Chana,Female,22,78,35,53,70,7,243,48.6,79.41,Drama,0.9633518462528089,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8360,Radhika Kalla,Female,20,53,86,21,93,20,273,54.6,84.73,Dance,0.10297044598415268,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8361,Adya Dugal,Female,17,24,64,47,12,76,223,44.6,60.29,None,-0.8950719783274885,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8362,Faras Kata,Male,19,69,34,43,1,36,183,36.6,84.49,None,0.6536145421560926,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8363,Xavier Rajagopalan,Male,18,9,44,10,20,84,167,33.4,88.38,Dance,-1.4113008184886822,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8364,Qasim Chadha,Male,18,4,14,27,40,29,114,22.8,87.36,Dance,-1.5833770985424134,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8365,Rushil Chokshi,Male,22,15,72,33,67,29,216,43.2,84.74,Sports,-1.2048092824242047,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8366,Viraj Menon,Male,22,92,15,75,85,51,318,63.6,93.95,None,1.4451654304032564,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8367,Warda Taneja,Female,18,16,4,34,15,83,152,30.4,67.68,Science Club,-1.1703940264134585,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8368,Prisha Mani,Female,22,27,91,41,49,58,266,53.2,78.37,Science Club,-0.7918262102952498,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8369,Fiyaz Das,Male,18,66,97,14,98,23,298,59.6,64.4,Science Club,0.5503687741238539,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8370,Aditya Kata,Male,19,74,14,90,97,16,291,58.2,80.61,None,0.8256908222098239,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8371,Qarin Wable,Male,17,70,91,95,6,10,272,54.4,64.87,Dance,0.688029798166839,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8372,Ekansh Saha,Male,20,19,38,46,80,13,196,39.2,96.47,None,-1.0671482583812197,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8373,Ekani Ramanathan,Female,17,15,15,0,72,12,114,22.8,92.19,Science Club,-1.2048092824242047,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8374,Gaurika Korpal,Female,19,40,90,94,94,92,410,82.0,84.64,Drama,-0.34442788215554854,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8375,Gaurav Acharya,Male,21,20,8,99,79,33,239,47.8,69.94,Dance,-1.0327330023704735,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8376,Xavier Dua,Male,18,100,88,91,71,62,412,82.4,63.79,Sports,1.7204874784892263,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8377,Abeer Tiwari,Male,19,14,91,69,61,27,262,52.4,73.06,Science Club,-1.239224538434951,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8378,Ryan Munshi,Male,22,86,77,14,49,68,294,58.8,79.24,Sports,1.238673894338779,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8379,Chanchal Mahal,Female,21,99,85,62,89,50,385,77.0,65.57,Dance,1.68607222247848,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8380,Yamini Sathe,Female,18,75,92,70,52,54,343,68.6,82.56,Sports,0.8601060782205702,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8381,Jeevika Vasa,Female,19,0,30,45,18,46,139,27.8,73.11,Drama,-1.7210381225853986,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8382,Darpan Kari,Male,20,81,99,49,60,83,372,74.4,85.95,Dance,1.0665976142850477,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8383,Yashasvi Raja,Female,18,85,8,24,65,75,257,51.4,83.5,Science Club,1.2042586383280327,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8384,Bhavini Rajan,Female,22,47,76,32,32,100,287,57.4,80.88,Drama,-0.10352109008032481,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8385,Harrison Dass,Male,19,41,97,58,38,42,276,55.2,74.84,Dance,-0.3100126261448023,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8386,Sneha Bhat,Female,20,49,56,85,4,0,194,38.8,75.59,Sports,-0.03469057805883231,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8387,Oeshi Mukhopadhyay,Female,22,53,99,57,39,26,274,54.8,94.79,None,0.10297044598415268,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8388,Jasmit Cheema,Female,20,32,48,98,66,91,335,67.0,98.91,Music,-0.6197499302415185,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8389,Charles Deo,Male,18,60,98,78,54,1,291,58.2,95.2,Drama,0.3438772380593764,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8390,Raghav Contractor,Male,18,69,77,62,25,96,329,65.8,71.93,Sports,0.6536145421560926,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8391,Yutika Manda,Female,20,76,6,65,78,39,264,52.8,94.84,None,0.8945213342313164,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8392,Jagvi Bhatti,Female,21,41,5,71,81,23,221,44.2,95.59,Music,-0.3100126261448023,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8393,Bahadurjit Dhingra,Male,17,4,28,18,95,40,185,37.0,91.23,Science Club,-1.5833770985424134,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8394,Oeshi Sama,Female,18,69,56,96,75,5,301,60.2,97.68,Science Club,0.6536145421560926,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8395,Yasti Bumb,Female,18,5,100,73,60,41,279,55.8,72.91,None,-1.5489618425316671,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8396,Sai Ravi,Female,21,73,58,73,10,42,256,51.2,77.24,Music,0.7912755661990777,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8397,Widisha Natarajan,Female,17,50,61,50,59,87,307,61.4,64.37,None,-0.0002753220480860619,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8398,Ekaja Shetty,Female,17,48,98,68,48,14,276,55.2,60.23,Music,-0.06910583406957856,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8399,Neel Chhabra,Male,21,44,23,82,24,58,231,46.2,86.83,Drama,-0.20676685811256354,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8400,Leela Saxena,Female,20,30,11,6,20,38,105,21.0,79.57,Music,-0.6885804422630111,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8401,Frederick Din,Male,20,86,97,20,39,61,303,60.6,91.21,Dance,1.238673894338779,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8402,Luke Taneja,Male,17,89,78,39,17,20,243,48.6,92.08,None,1.3419196623710177,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8403,Amrita Andra,Female,21,41,6,59,63,75,244,48.8,84.0,Dance,-0.3100126261448023,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8404,Mugdha Chanda,Female,20,3,54,87,10,26,180,36.0,72.64,Sports,-1.6177923545531598,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8405,Yochana Krish,Female,18,80,13,96,88,27,304,60.8,67.27,None,1.0321823582743015,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8406,Ekansh Mallick,Male,17,98,17,81,19,64,279,55.8,83.92,None,1.6516569664677339,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8407,Sanaya Kari,Female,20,43,90,49,46,88,316,63.2,87.65,Dance,-0.2411821141233098,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8408,Aachal Goswami,Female,18,67,79,24,14,99,283,56.6,91.01,None,0.5847840301346001,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8409,Rachita Rao,Female,19,49,32,32,71,17,201,40.2,95.61,Drama,-0.03469057805883231,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8410,Robert Salvi,Male,18,33,52,21,10,20,136,27.2,68.68,Music,-0.5853346742307722,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8411,Onkar Bhat,Male,18,93,92,47,73,37,342,68.4,90.14,Dance,1.4795806864140026,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8412,Advika Chander,Female,17,80,29,90,67,27,293,58.6,66.68,Drama,1.0321823582743015,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8413,Sudiksha Dua,Female,20,45,96,45,73,81,340,68.0,99.75,Drama,-0.1723516021018173,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8414,Darpan Bhandari,Male,22,91,55,25,14,52,237,47.4,95.85,Science Club,1.4107501743925102,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8415,Ranveer Kulkarni,Male,18,28,97,97,77,80,379,75.8,62.68,Dance,-0.7574109542845036,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8416,Ishita Ratti,Female,22,23,94,19,76,96,308,61.6,62.39,Sports,-0.9294872343382348,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8417,Hiral Kamdar,Female,19,21,26,36,19,57,159,31.8,88.63,Science Club,-0.9983177463597273,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8418,Vasatika Khalsa,Female,20,47,8,74,100,61,290,58.0,75.89,Science Club,-0.10352109008032481,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8419,Chakrika Sampath,Female,19,35,81,31,46,20,213,42.6,94.4,Music,-0.5165041622092797,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8420,Reyansh Chandra,Male,21,39,31,90,57,44,261,52.2,62.73,Music,-0.3788431381662948,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8421,Yatin Bal,Male,22,100,37,72,26,70,305,61.0,61.47,Sports,1.7204874784892263,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8422,Wyatt Chanda,Male,21,61,67,34,51,87,300,60.0,62.65,Sports,0.37829249407012266,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8423,Neha Kata,Female,18,15,73,57,53,91,289,57.8,91.13,Dance,-1.2048092824242047,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8424,Janaki Shan,Female,18,38,57,42,70,23,230,46.0,64.09,Music,-0.413258394177041,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8425,Gaurav Bora,Male,21,47,10,38,1,59,155,31.0,87.63,Sports,-0.10352109008032481,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8426,Sanaya Hans,Female,19,41,47,86,78,86,338,67.6,64.51,Music,-0.3100126261448023,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8427,Hema Ravi,Female,17,50,45,88,83,92,358,71.6,63.25,Dance,-0.0002753220480860619,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8428,Udyati Ganesh,Female,19,32,1,19,75,53,180,36.0,75.65,Sports,-0.6197499302415185,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8429,Mohini Chaudhuri,Female,21,38,50,50,21,81,240,48.0,64.57,Drama,-0.413258394177041,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8430,Pranav Seth,Male,22,78,4,69,53,60,264,52.8,67.92,Dance,0.9633518462528089,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8431,Januja Parikh,Female,17,68,84,77,3,32,264,52.8,81.83,Science Club,0.6191992861453464,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8432,Yashawini Bahl,Female,18,9,76,13,44,57,199,39.8,82.29,Music,-1.4113008184886822,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8433,Oscar Padmanabhan,Male,17,47,61,72,61,86,327,65.4,78.79,Sports,-0.10352109008032481,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8434,Zehaan Tailor,Male,19,1,44,6,82,73,206,41.2,82.44,Drama,-1.6866228665746523,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8435,Aadi Bora,Male,17,38,94,81,70,40,323,64.6,76.39,Sports,-0.413258394177041,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8436,Jairaj Vohra,Male,17,20,99,63,77,85,344,68.8,70.53,Sports,-1.0327330023704735,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8437,Irya Mishra,Female,19,5,76,74,16,20,191,38.2,97.28,Sports,-1.5489618425316671,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8438,Indali Karnik,Female,18,12,74,36,92,23,237,47.4,86.49,Drama,-1.3080550504564434,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8439,Dalaja Ghose,Female,17,8,23,21,80,7,139,27.8,65.14,Music,-1.4457160744994284,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8440,Hema Sheth,Female,17,71,2,24,54,12,163,32.6,65.73,Music,0.7224450541775852,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8441,Udyati Mahal,Female,19,5,92,44,17,84,242,48.4,77.67,Drama,-1.5489618425316671,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8442,Gaurika Pillai,Female,21,40,94,0,41,9,184,36.8,73.69,Sports,-0.34442788215554854,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8443,Mason Ghosh,Male,22,31,95,38,55,52,271,54.2,94.8,Sports,-0.6541651862522648,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8444,Bhavini Setty,Female,21,8,23,88,26,74,219,43.8,85.1,None,-1.4457160744994284,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8445,Gautam Nagy,Male,19,81,91,34,43,36,285,57.0,90.48,Music,1.0665976142850477,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8446,Pallavi Srivastava,Female,17,62,46,73,47,67,295,59.0,72.25,Sports,0.4127077500808689,0,0.0,0.0,0.0,0.0,0.0,1.0
STU8447,Veda Thaker,Female,21,45,97,36,44,92,314,62.8,79.17,None,-0.1723516021018173,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8448,Brinda Nigam,Female,20,67,35,55,100,7,264,52.8,92.29,Music,0.5847840301346001,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8449,Kamala Wali,Female,21,41,7,28,69,55,200,40.0,67.29,Drama,-0.3100126261448023,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8450,Thomas Palla,Male,19,11,14,55,32,10,122,24.4,99.76,Dance,-1.3424703064671897,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8451,Oni Balasubramanian,Female,22,1,79,61,85,92,318,63.6,68.69,Dance,-1.6866228665746523,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8452,Jack Goswami,Male,19,65,81,96,63,4,309,61.8,67.45,Drama,0.5159535181131076,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8453,Yashica Maharaj,Female,19,100,62,91,56,99,408,81.6,71.52,Drama,1.7204874784892263,0,0.0,1.0,0.0,0.0,0.0,0.0
STU8454,Mahika Sastry,Female,19,66,17,43,33,54,213,42.6,86.83,Dance,0.5503687741238539,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8455,Fiyaz Ray,Male,18,21,53,33,71,29,207,41.4,84.18,Music,-0.9983177463597273,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8456,Daniel Memon,Male,18,68,93,30,6,43,240,48.0,83.91,Sports,0.6191992861453464,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8457,Vidhi Raval,Female,19,55,38,33,87,22,235,47.0,83.33,Dance,0.17180095800564518,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8458,Dhruv Reddy,Male,18,81,92,75,34,71,353,70.6,69.23,Sports,1.0665976142850477,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8459,Inaya Bassi,Female,17,70,89,90,69,68,386,77.2,82.5,Music,0.688029798166839,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8460,Upasna Dua,Female,22,86,8,8,51,55,208,41.6,88.02,None,1.238673894338779,0,0.0,0.0,0.0,1.0,0.0,0.0
STU8461,Gavin Boase,Male,21,1,23,13,80,0,117,23.4,67.62,Drama,-1.6866228665746523,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8462,Gaurang Vora,Male,19,50,54,88,42,94,328,65.6,82.35,Drama,-0.0002753220480860619,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8463,Ranbir Dara,Male,22,56,100,33,6,51,246,49.2,94.05,Drama,0.20621621401639142,1,0.0,1.0,0.0,0.0,0.0,0.0
STU8464,Mohammed Iyer,Male,19,10,22,95,33,83,243,48.6,81.74,Sports,-1.376885562477936,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8465,Nihal Ghosh,Male,22,0,33,95,84,85,297,59.4,96.04,Science Club,-1.7210381225853986,1,0.0,0.0,0.0,0.0,1.0,0.0
STU8466,Wishi Grover,Female,21,42,8,62,94,85,291,58.2,78.71,Science Club,-0.27559737013405605,0,0.0,0.0,0.0,0.0,1.0,0.0
STU8467,Samuel Nagi,Male,22,29,4,87,80,100,300,60.0,66.53,None,-0.7229956982737573,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8468,Yuvraj Gulati,Male,17,98,3,9,75,90,275,55.0,88.95,Sports,1.6516569664677339,1,0.0,0.0,0.0,0.0,0.0,1.0
STU8469,Omaja Bahl,Female,20,22,67,88,30,98,305,61.0,98.99,Music,-0.963902490348981,0,0.0,0.0,1.0,0.0,0.0,0.0
STU8470,Triveni Lata,Female,22,79,23,26,50,66,244,48.8,93.53,Dance,0.9977671022635551,0,1.0,0.0,0.0,0.0,0.0,0.0
STU8471,Samarth Mall,Male,21,42,73,57,80,72,324,64.8,83.52,None,-0.27559737013405605,1,0.0,0.0,0.0,1.0,0.0,0.0
STU8472,Tarak Jhaveri,Male,18,78,48,41,29,45,241,48.2,80.05,Music,0.9633518462528089,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8473,Tarak Sodhi,Male,21,37,21,76,39,65,238,47.6,87.6,Music,-0.44767365018778726,1,0.0,0.0,1.0,0.0,0.0,0.0
STU8474,Ekapad Karnik,Male,22,44,62,86,79,4,275,55.0,90.43,Dance,-0.20676685811256354,1,1.0,0.0,0.0,0.0,0.0,0.0
STU8475,Daksh Kibe,Male,17,28,100,0,6,0,134,26.8,91.1,Dance,-0.7574109542845036,1,1.0,0.0,0.0,0.0,0.0,0.0
