Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular
STU8643,Hiral Sant,Female,21,24,94,10,18,84,230,46,71.77,Science Club
STU8644,Avni Mittal,Female,22,88,0,55,17,82,242,48.4,70.6,Music
STU8645,Timothy Nagar,Male,20,30,44,15,55,78,222,44.4,88.57,None
STU8646,Arunima Shan,Female,18,48,60,39,97,7,251,50.2,69.03,Science Club
STU8647,Praneel Dubey,Male,22,15,86,42,14,87,244,48.8,67.43,Music
STU8648,Xavier Mital,Male,21,88,43,93,99,98,421,84.2,86.18,Science Club
STU8649,Bhavani Sankar,Female,20,72,33,30,26,74,235,47,81.9,Drama
STU8650,Omaja Modi,Female,22,17,12,26,93,81,229,45.8,70.59,Sports
STU8651,Andrew Aurora,Male,18,67,21,70,19,6,183,36.6,76.74,Drama
STU8652,Indrajit Behl,Male,19,93,66,28,46,93,326,65.2,81.61,Dance
STU8653,Madhav Bhattacharyya,Male,22,41,13,54,65,51,224,44.8,97.11,Dance
STU8654,Libni Khalsa,Female,22,69,21,82,0,5,177,35.4,73.69,Sports
STU8655,Pranit Dada,Male,17,40,92,86,96,1,315,63,64.37,Dance
STU8656,Jagat Boase,Male,20,96,40,3,88,70,297,59.4,64,Music
STU8657,Hemangini Padmanabhan,Female,20,93,52,3,70,80,298,59.6,73.99,Drama
STU8658,Krishna Comar,Male,22,48,58,12,45,41,204,40.8,64.61,Music
STU8659,Chasmum Mall,Female,21,29,35,72,87,59,282,56.4,73.61,Music
STU8660,Caleb Wali,Male,17,12,50,51,25,69,207,41.4,63.17,Sports
STU8661,Jyoti Kadakia,Female,20,47,61,79,17,19,223,44.6,83.21,Drama
STU8662,Nitara Dave,Female,17,13,16,63,23,48,163,32.6,79.6,None
STU8663,Charita Prasad,Female,19,88,32,80,37,36,273,54.6,86.45,Sports
STU8664,Pooja Sandhu,Female,22,9,33,13,7,51,113,22.6,85.42,Drama
STU8665,Yauvani Kaul,Female,19,70,35,52,27,92,276,55.2,67.64,Drama
STU8666,Mahika Gokhale,Female,22,50,59,63,63,78,313,62.6,68.29,Dance
STU8667,Aarnav Ramaswamy,Male,20,30,89,15,3,4,141,28.2,81.64,Science Club
STU8668,Sara Dar,Female,22,54,34,86,20,12,206,41.2,62.25,None
STU8669,Vrinda Singh,Female,20,16,54,16,3,24,113,22.6,76.18,Dance
STU8670,Devika Vohra,Female,21,5,59,3,76,30,173,34.6,84.76,Music
STU8671,Mitali Dugal,Female,21,98,43,61,24,83,309,61.8,60.93,Drama
STU8672,Jyoti Viswanathan,Female,18,65,33,92,23,85,298,59.6,86.95,Science Club
STU8673,Damini Kumer,Female,20,93,59,72,100,4,328,65.6,68.17,Music
STU8674,Pahal Yogi,Female,22,84,26,92,29,0,231,46.2,98.73,None
STU8675,Waida Arya,Female,20,30,74,61,68,47,280,56,77.59,Drama
STU8676,Gavin Madan,Male,20,90,0,1,10,3,104,20.8,75.59,Sports
STU8677,Lopa Tandon,Female,21,17,31,69,19,49,185,37,83.62,Sports
STU8678,Caleb Dugar,Male,19,4,25,37,60,99,225,45,85.91,Music
STU8679,Vansha Mani,Female,22,62,57,78,59,8,264,52.8,98.95,Music
STU8680,Girish Divan,Male,22,36,36,39,80,75,266,53.2,70.28,Music
STU8681,Balhaar Biswas,Male,21,68,33,80,43,48,272,54.4,73.26,Dance
STU8682,Eesha Sehgal,Female,19,85,39,3,99,88,314,62.8,99.52,Sports
STU8683,Brijesh Sabharwal,Male,20,100,56,52,78,95,381,76.2,87.71,Drama
STU8684,Amruta Dora,Female,19,84,44,80,51,55,314,62.8,69.82,Drama
STU8685,Upasna Sarkar,Female,17,20,31,85,55,43,234,46.8,82.78,None
STU8686,Chakradhar Kant,Male,21,63,38,84,11,92,288,57.6,76.44,Science Club
STU8687,Jagdish Karpe,Male,18,31,16,39,82,80,248,49.6,91.03,Sports
STU8688,Nimrat Tiwari,Female,20,99,24,21,20,61,225,45,69.34,Dance
STU8689,Turvi Chowdhury,Female,17,82,13,86,77,8,266,53.2,94.63,Music
STU8690,Manya Soman,Female,22,47,10,90,30,29,206,41.2,72.42,Dance
STU8691,Anya Kant,Female,20,20,78,83,61,42,284,56.8,84.98,None
STU8692,Viraj Chadha,Male,21,50,66,98,96,5,315,63,86.38,Drama
STU8693,Omkaar Sha,Male,20,14,74,72,94,1,255,51,92.41,None
STU8694,Vrinda Jayaraman,Female,19,5,24,18,74,16,137,27.4,74.02,Dance
STU8695,Geetika Deol,Female,18,47,63,61,82,4,257,51.4,96.02,None
STU8696,Samuel Nagi,Male,17,48,74,87,95,36,340,68,86.63,Music
STU8697,Manan Kanda,Male,20,98,5,17,10,2,132,26.4,83.05,Science Club
STU8698,Nachiket Kakar,Male,18,0,57,43,46,45,191,38.2,95.99,Drama
STU8699,Devansh Munshi,Male,19,77,36,88,41,51,293,58.6,68.87,Drama
STU8700,Sara Kaur,Female,21,25,1,8,52,77,163,32.6,97.52,None
STU8701,Gayathri Sankar,Female,21,52,21,96,23,46,238,47.6,99.73,None
STU8702,Eesha Roy,Female,17,88,56,16,56,67,283,56.6,74.17,Music
STU8703,Karan Natt,Male,22,64,43,10,10,63,190,38,94.64,Science Club
STU8704,Ishaan Gupta,Male,20,14,47,5,80,90,236,47.2,89.63,Music
STU8705,Yug Sami,Male,18,87,76,13,58,87,321,64.2,70.39,Dance
STU8706,Onkar Barman,Male,22,19,2,96,69,14,200,40,98.31,None
STU8707,Yahvi Din,Female,21,69,65,14,52,12,212,42.4,77.87,Sports
STU8708,Ekaja Subramanian,Female,19,89,36,46,65,57,293,58.6,64.18,Music
STU8709,Pahal Parekh,Female,18,68,30,78,54,58,288,57.6,90.46,Sports
STU8710,Rajata Halder,Female,18,26,71,91,17,9,214,42.8,96.25,Dance
STU8711,Warjas Kala,Male,22,35,99,35,9,68,246,49.2,61.1,Dance
STU8712,Karan Khanna,Male,20,39,52,93,24,8,216,43.2,91.54,Dance
STU8713,Tejas Kala,Male,22,21,61,50,20,83,235,47,92.95,Science Club
STU8714,Mitesh Butala,Male,20,16,24,27,41,6,114,22.8,95.79,Music
STU8715,Triveni Nagarajan,Female,18,28,37,100,75,8,248,49.6,98.54,Science Club
STU8716,Leela Gulati,Female,17,0,73,5,88,50,216,43.2,84.82,Drama
STU8717,Zayyan Bajwa,Male,19,26,65,81,56,60,288,57.6,76.41,Science Club
STU8718,Eshana Sethi,Female,20,74,93,21,13,81,282,56.4,69.9,None
STU8719,Abeer Shetty,Male,17,94,42,90,81,82,389,77.8,91.44,Drama
STU8720,Max Malhotra,Male,20,43,8,50,23,47,171,34.2,78.96,None
STU8721,Anusha Wable,Female,18,42,50,69,56,20,237,47.4,87.37,Sports
STU8722,Ishwar Chaudhry,Male,22,100,12,62,22,13,209,41.8,71.07,Sports
STU8723,Neha Mahal,Female,21,54,6,51,10,10,131,26.2,85.44,None
STU8724,Azaan Sarraf,Male,19,22,28,52,50,91,243,48.6,73.05,Sports
STU8725,Barkha Bava,Female,19,47,19,90,52,96,304,60.8,72.83,Science Club
STU8726,Balveer Badal,Male,20,40,95,54,21,40,250,50,81.22,Science Club
STU8727,Hredhaan Ratti,Male,20,36,80,64,22,11,213,42.6,62.52,Science Club
STU8728,Pushti Parikh,Female,17,54,45,33,9,0,141,28.2,93.52,Music
STU8729,Abdul Sule,Male,18,20,33,67,55,27,202,40.4,77.3,Drama
STU8730,Advay Chandra,Male,20,26,59,5,96,99,285,57,67.46,Drama
STU8731,Wishi Dixit,Female,19,38,43,42,14,74,211,42.2,86.28,Music
STU8732,Sarthak Balay,Male,20,45,9,65,72,100,291,58.2,77.69,Science Club
STU8733,Ridhi Luthra,Female,17,14,43,31,19,0,107,21.4,67.78,None
STU8734,Niharika Varkey,Female,19,1,64,24,65,90,244,48.8,62.86,Music
STU8735,Mason Kothari,Male,18,63,60,49,26,28,226,45.2,97.38,Drama
STU8736,Raghav Iyengar,Male,17,73,83,26,53,40,275,55,63.94,Drama
STU8737,Hitesh Dar,Male,17,7,92,98,27,91,315,63,75.85,Dance
STU8738,Harini Narayan,Female,17,36,28,32,23,71,190,38,83.54,Drama
STU8739,Upkaar Parmar,Male,21,36,53,93,70,39,291,58.2,70.72,Dance
STU8740,Fitan Dave,Male,22,88,2,69,68,62,289,57.8,68.64,Dance
STU8741,Xalak Lad,Female,21,72,18,10,45,32,177,35.4,65.91,None
STU8742,Manya Lad,Female,21,17,81,3,79,90,270,54,91.23,None
STU8743,Pooja Kala,Female,19,87,35,31,63,54,270,54,78.33,Science Club
STU8744,Neelima Kaur,Female,17,66,14,11,21,9,121,24.2,67.05,None
STU8745,Bhavini Merchant,Female,18,1,21,56,24,58,160,32,65.21,Science Club
STU8746,Oliver Bali,Male,17,32,32,86,5,41,196,39.2,89.59,Drama
STU8747,Indali Golla,Female,18,5,50,29,32,97,213,42.6,87.82,None
STU8748,Yamini Varkey,Female,18,48,55,80,95,72,350,70,90.77,Music
STU8749,Nitara Nori,Female,20,84,66,12,17,47,226,45.2,88.87,Music
STU8750,Jason Narayanan,Male,19,90,83,53,97,76,399,79.8,66.75,Science Club
STU8751,Ekalinga Trivedi,Male,18,61,81,44,11,61,258,51.6,71.56,Drama
STU8752,Tanveer Bhardwaj,Male,18,51,57,9,52,95,264,52.8,64.84,Sports
STU8753,Harinakshi Bawa,Female,22,77,31,74,66,75,323,64.6,82.16,Drama
STU8754,Ucchal Andra,Female,22,28,10,34,78,85,235,47,77.17,None
STU8755,Forum Pandey,Female,22,0,86,61,58,19,224,44.8,63.75,Dance
STU8756,Champak Gopal,Male,18,61,82,38,84,82,347,69.4,93.13,Science Club
STU8757,Janya Balay,Female,17,51,85,23,57,56,272,54.4,95.71,Sports
STU8758,Kamala Kothari,Female,21,54,66,67,1,11,199,39.8,84.31,Drama
STU8759,Benjamin Lanka,Male,17,12,90,10,99,86,297,59.4,98.64,Drama
STU8760,Advay Bhargava,Male,21,41,76,77,68,22,284,56.8,91.81,Science Club
STU8761,Balveer Vig,Male,19,32,37,78,94,62,303,60.6,80.13,None
STU8762,Manan Dutta,Male,20,29,76,82,6,75,268,53.6,75.75,None
STU8763,Amol Parekh,Male,19,56,30,14,37,19,156,31.2,87.43,Drama
STU8764,Qadim Zachariah,Male,19,91,96,77,16,24,304,60.8,67.16,Dance
STU8765,Aishani Sehgal,Female,22,69,56,18,56,61,260,52,67.2,Science Club
STU8766,Samesh Sinha,Male,17,50,37,27,60,15,189,37.8,95.37,Science Club
STU8767,Nisha Mittal,Female,21,40,88,7,94,66,295,59,78.64,Drama
STU8768,Vasudha Behl,Female,19,20,18,10,1,60,109,21.8,89.19,None
STU8769,Yochana Contractor,Female,22,27,3,96,91,69,286,57.2,90.02,Science Club
STU8770,Keya Natt,Female,19,95,46,54,53,33,281,56.2,81.58,Dance
STU8771,Harish Raval,Male,17,44,52,37,92,100,325,65,64.44,None
STU8772,Hitesh Gour,Male,21,8,13,76,13,81,191,38.2,61.68,Dance
STU8773,Upadhriti Bumb,Female,21,89,46,4,84,0,223,44.6,75.82,Drama
STU8774,Advika Cherian,Female,19,81,92,0,15,99,287,57.4,76.52,Science Club
STU8775,Oeshi Venkatesh,Female,21,13,66,4,21,19,123,24.6,64.24,Music
STU8776,Daksha Misra,Female,19,84,87,75,39,86,371,74.2,86.39,Music
STU8777,Gopal Narula,Male,22,32,61,1,84,28,206,41.2,89.29,Sports
STU8778,Christopher Grover,Male,18,0,70,16,17,74,177,35.4,74.5,Drama
STU8779,Charan Deep,Male,17,32,91,26,57,38,244,48.8,79.37,Dance
STU8780,Zarna Patla,Female,21,47,89,69,57,54,316,63.2,78.69,Science Club
STU8781,Amara Kunda,Female,18,97,25,33,77,51,283,56.6,94.95,None
STU8782,Orinder Mani,Male,18,61,4,86,41,5,197,39.4,70.46,Science Club
STU8783,Chatresh Sodhi,Male,19,87,46,24,71,77,305,61,96.63,Dance
STU8784,Ishita Raju,Female,22,88,19,86,53,86,332,66.4,67.1,Sports
STU8785,Krishna Thaman,Male,18,41,96,15,52,34,238,47.6,93.42,Drama
STU8786,Hardik Jain,Male,20,35,74,68,61,15,253,50.6,82.55,Sports
STU8787,Damini Malhotra,Female,17,62,31,76,85,6,260,52,62.89,Science Club
STU8788,Gagan Dubey,Male,22,1,56,61,66,20,204,40.8,62.42,None
STU8789,Ishita Kakar,Female,20,0,79,34,14,49,176,35.2,90.81,Science Club
STU8790,Arya Bir,Female,22,93,20,40,19,48,220,44,86.96,Sports
STU8791,Charles Ahluwalia,Male,17,58,56,96,58,78,346,69.2,86,Drama
STU8792,Dominic Prabhakar,Male,20,83,64,26,51,31,255,51,60.49,Dance
STU8793,Dev Prashad,Male,20,18,36,3,31,100,188,37.6,77.74,Sports
STU8794,Arunima Rajagopalan,Female,22,29,15,68,59,40,211,42.2,73.16,Science Club
STU8795,Saanvi Bhatt,Female,21,5,87,100,52,58,302,60.4,76.39,Dance
STU8796,Pushti Guha,Female,22,26,29,23,15,7,100,20,94.98,Dance
STU8797,Kamala Dixit,Female,18,66,48,88,84,40,326,65.2,95.51,Drama
STU8798,Pranav Sunder,Male,18,21,61,79,64,20,245,49,67.66,Sports
STU8799,Wahab Basu,Male,20,67,74,83,18,73,315,63,83.75,Sports
STU8800,Maanas Yohannan,Male,17,70,29,69,44,1,213,42.6,69.33,Sports
STU8801,Tripti Dey,Female,19,63,23,72,81,83,322,64.4,69.24,Music
STU8802,Prisha Srinivasan,Female,22,87,49,0,33,26,195,39,92.23,None
STU8803,Pratyush Sampath,Male,21,64,19,68,71,35,257,51.4,79.56,Sports
STU8804,Nakul Mander,Male,22,23,5,44,67,95,234,46.8,73.91,Dance
STU8805,Nimrat Rout,Female,18,29,46,3,72,54,204,40.8,87.68,Sports
STU8806,Ekavir Pillai,Male,18,1,88,63,69,13,234,46.8,96.73,Dance
STU8807,Brijesh Malhotra,Male,18,13,81,84,18,26,222,44.4,90.49,None
STU8808,Jeremiah Verma,Male,19,19,1,15,70,40,145,29,69.65,Sports
STU8809,Siddharth Mallick,Male,21,73,93,26,38,62,292,58.4,60.58,Sports
STU8810,Wishi Menon,Female,21,54,95,75,3,75,302,60.4,65.92,Science Club
STU8811,Chaitaly Kothari,Female,21,79,54,49,19,42,243,48.6,61.97,Music
STU8812,Darpan Sheth,Male,18,66,89,41,88,79,363,72.6,96.11,Science Club
STU8813,Luke Morar,Male,22,12,2,67,21,66,168,33.6,92.93,Science Club
STU8814,Janaki Mannan,Female,19,19,63,95,6,0,183,36.6,99.41,Sports
STU8815,Mugdha Badami,Female,20,19,79,86,60,82,326,65.2,62.26,Sports
STU8816,Amruta Saha,Female,19,13,16,40,86,77,232,46.4,86.14,Music
STU8817,Hiral Parekh,Female,22,71,36,70,15,60,252,50.4,71.03,Dance
STU8818,Tanish Sane,Male,21,37,71,77,98,91,374,74.8,94.98,Dance
STU8819,Gopal Kapoor,Male,18,28,99,36,14,52,229,45.8,60.58,None
STU8820,Ishwar Bose,Male,17,85,100,32,16,43,276,55.2,74.75,Sports
STU8821,Pavani Ghosh,Female,22,70,95,81,4,59,309,61.8,78.46,Dance
STU8822,Saksham Dugar,Male,19,32,42,99,60,49,282,56.4,92.27,Music
STU8823,Omya Kulkarni,Female,19,77,93,4,52,19,245,49,96.55,Science Club
STU8824,Mason Gupta,Male,19,64,55,2,92,28,241,48.2,94.29,Drama
STU8825,Chatresh Sagar,Male,18,96,24,50,28,2,200,40,82.39,Sports
STU8826,Harinakshi Lalla,Female,17,50,86,56,66,71,329,65.8,86.26,Dance
STU8827,Ishanvi Keer,Female,17,40,41,14,68,4,167,33.4,67.2,None
STU8828,Sanaya Ramanathan,Female,22,96,85,97,23,60,361,72.2,77.45,Sports
STU8829,Chasmum Sangha,Female,19,49,70,0,76,90,285,57,78.2,Science Club
STU8830,Odika Subramanian,Female,21,47,48,66,8,38,207,41.4,92.96,Sports
STU8831,Wishi Lad,Female,21,44,30,58,41,30,203,40.6,69.72,Dance
STU8832,Januja Barad,Female,18,22,70,73,81,36,282,56.4,93.97,Sports
STU8833,Lavanya Keer,Female,21,22,6,86,75,41,230,46,96.83,Music
STU8834,Andrew Dora,Male,17,95,11,27,79,36,248,49.6,99.53,None
STU8835,Ucchal Wagle,Female,18,80,72,8,68,65,293,58.6,75.57,Dance
STU8836,Pallavi Brahmbhatt,Female,19,74,38,6,98,25,241,48.2,70.79,Music
STU8837,Girindra Nath,Male,20,82,0,24,41,2,149,29.8,66.86,None
STU8838,Dhruv Vyas,Male,18,100,74,60,27,16,277,55.4,84.48,Drama
STU8839,Jason Babu,Male,18,82,19,98,22,28,249,49.8,98.66,Music
STU8840,Isha Nadig,Female,22,29,62,36,82,91,300,60,87.24,Sports
STU8841,Samarth Barad,Male,20,32,18,4,44,83,181,36.2,85.6,Sports
STU8842,Anya Batta,Female,17,21,91,43,58,86,299,59.8,71.59,None
STU8843,Aarna Kadakia,Female,20,95,36,46,0,27,204,40.8,72.17,Dance
STU8844,Noah Kumer,Male,21,85,53,28,38,6,210,42,65.88,Sports
STU8845,Praneel Bajwa,Male,22,45,85,91,71,16,308,61.6,81.57,Dance
STU8846,Jatin Wali,Male,19,100,48,70,14,68,300,60,76.8,Music
STU8847,Urvi Dara,Female,20,66,23,79,40,46,254,50.8,85,Drama
STU8848,Kalpit Sunder,Male,21,17,17,25,49,78,186,37.2,94.78,Dance
STU8849,Liam Gola,Male,21,24,13,97,47,76,257,51.4,95.05,Science Club
STU8850,Warhi Kadakia,Female,20,96,10,24,40,78,248,49.6,99.41,None
STU8851,Yutika Kapadia,Female,20,91,25,46,6,19,187,37.4,81.19,Drama
STU8852,Ridhi Hayre,Female,17,76,83,45,52,17,273,54.6,77.09,Sports
STU8853,Nandini Sangha,Female,17,61,13,85,41,81,281,56.2,77.19,Dance
STU8854,Oviya Pandey,Female,21,33,37,82,14,8,174,34.8,67.51,Dance
STU8855,Aarav Saraf,Male,22,2,79,92,64,99,336,67.2,67.87,None
STU8856,Andrew Thaker,Male,19,94,20,28,62,44,248,49.6,69.3,Music
STU8857,Shravya Vaidya,Female,17,5,52,66,36,73,232,46.4,99.17,Drama
STU8858,Azaan Shukla,Male,21,45,71,85,28,29,258,51.6,88.03,Music
STU8859,Yashawini Keer,Female,21,72,84,43,10,73,282,56.4,76.72,Drama
STU8860,Oviya Sahni,Female,17,61,99,59,60,92,371,74.2,84.81,None
STU8861,Jeremiah Badal,Male,20,55,66,54,35,97,307,61.4,93.63,Science Club
STU8862,Dipta Kumar,Female,17,75,20,17,17,58,187,37.4,84.69,None
STU8863,Rohan Zachariah,Male,18,1,42,46,87,26,202,40.4,64.28,Dance
STU8864,Advay Kakar,Male,21,21,47,28,44,43,183,36.6,88.99,Dance
STU8865,Waida Kota,Female,21,79,9,98,81,88,355,71,67.21,Sports
STU8866,Ishita Khosla,Female,17,43,0,97,83,9,232,46.4,99.78,Drama
STU8867,Upkaar Banik,Male,18,32,18,13,60,33,156,31.2,68.7,Music
STU8868,Bimala Mani,Female,20,59,72,12,56,15,214,42.8,98.74,Sports
STU8869,Vanya Soni,Female,17,3,86,95,18,28,230,46,86.44,Drama
STU8870,Vedant Savant,Male,18,47,69,57,32,13,218,43.6,72.01,Dance
STU8871,Shivansh Cherian,Male,18,34,33,55,20,82,224,44.8,67.83,Drama
STU8872,Aishani Om,Female,20,0,18,70,48,32,168,33.6,76.23,Science Club
STU8873,Bhavini Subramanian,Female,22,8,49,8,22,25,112,22.4,74.44,Sports
STU8874,Aarna Hans,Female,18,66,97,5,49,63,280,56,98.95,Music
STU8875,Kai Sharma,Male,19,86,38,42,7,43,216,43.2,78.27,Music
STU8876,Indira Bali,Female,19,39,8,20,85,6,158,31.6,82.6,Dance
STU8877,Leena Boase,Female,19,47,88,38,61,33,267,53.4,72.15,Dance
STU8878,Praneel Sama,Male,21,82,44,94,40,35,295,59,98.06,None
STU8879,Ladli Brahmbhatt,Female,20,42,98,83,46,44,313,62.6,64.19,Sports
STU8880,Ekavir Sant,Male,22,67,96,17,68,35,283,56.6,75.72,Sports
STU8881,Utkarsh Sethi,Male,20,55,34,0,7,45,141,28.2,61.29,Drama
STU8882,Divya Sundaram,Female,21,92,5,59,78,85,319,63.8,62.11,Science Club
STU8883,Rajeshri Garde,Female,20,35,57,49,70,43,254,50.8,63.48,Dance
STU8884,Saksham Sachar,Male,17,39,1,47,79,43,209,41.8,70.57,Dance
STU8885,Sai Sama,Female,20,43,79,43,79,98,342,68.4,85.1,Drama
STU8886,Ethan Walla,Male,17,88,71,15,50,78,302,60.4,91.2,Science Club
STU8887,Gaurav Sharma,Male,22,34,17,57,96,96,300,60,94.41,Science Club
STU8888,Shravya Ramachandran,Female,20,32,90,74,95,65,356,71.2,92.68,Science Club
STU8889,Warhi Thaker,Female,19,93,69,45,37,14,258,51.6,98.01,Science Club
STU8890,Parth Nadkarni,Male,19,74,40,43,56,14,227,45.4,60.15,Science Club
STU8891,Udant Wali,Male,18,99,47,18,7,100,271,54.2,70.75,Music
STU8892,Sara Kari,Female,21,7,45,73,32,20,177,35.4,61.94,Drama
STU8893,Yashvi Walia,Female,17,61,94,66,2,63,286,57.2,95.51,Drama
STU8894,Jagrati Saraf,Female,17,66,27,30,18,87,228,45.6,60.23,Drama
STU8895,Eshana Mukhopadhyay,Female,20,53,16,72,73,80,294,58.8,79.06,Science Club
STU8896,Amaira Bakshi,Female,20,31,35,62,81,16,225,45,81.63,None
STU8897,Vedant Rajagopal,Male,17,4,37,42,63,75,221,44.2,92.69,Drama
STU8898,Hemal Verma,Female,18,75,65,23,71,31,265,53,99.47,Science Club
STU8899,Nathaniel Kohli,Male,18,15,31,67,72,72,257,51.4,93.62,Music
STU8900,Turvi Sibal,Female,18,54,36,31,91,73,285,57,70.83,None
STU8901,Amrita Nagy,Female,21,54,65,5,78,21,223,44.6,80.07,Drama
STU8902,Arin Bhagat,Male,17,24,13,79,55,81,252,50.4,65.91,Sports
STU8903,Rayaan Rana,Male,18,13,84,83,25,84,289,57.8,66.34,Music
STU8904,Avi Kapur,Male,18,25,2,96,99,88,310,62,88.44,Dance
STU8905,Amara Viswanathan,Female,17,84,98,2,4,81,269,53.8,76.83,Drama
STU8906,Madhavi Sawhney,Female,19,29,62,57,63,29,240,48,79.09,Music
STU8907,Aashi Mital,Female,18,83,4,21,75,4,187,37.4,60.74,Science Club
STU8908,Edhitha Goswami,Female,22,75,61,5,54,55,250,50,62.65,Music
STU8909,Reva Sawhney,Female,19,57,54,97,52,49,309,61.8,60.97,Music
STU8910,Unnati Roy,Female,20,37,74,55,83,12,261,52.2,84.56,Sports
STU8911,Hredhaan Ganguly,Male,21,80,39,54,89,84,346,69.2,77.52,Drama
STU8912,Chandresh Roy,Male,21,43,52,80,76,6,257,51.4,61.89,Music
STU8913,Ekaraj Goswami,Male,19,47,0,48,54,86,235,47,88.56,Sports
STU8914,Harita Chana,Female,19,55,83,79,91,34,342,68.4,63.08,Dance
STU8915,Balveer Chana,Male,18,33,71,72,96,15,287,57.4,98.15,None
STU8916,Barkha Shenoy,Female,19,99,52,64,37,22,274,54.8,94.33,Music
STU8917,Neha Ramachandran,Female,17,40,77,88,75,42,322,64.4,84.16,Science Club
STU8918,Laban Tank,Male,19,10,11,2,80,75,178,35.6,90.25,Music
STU8919,Ganga Krishna,Female,21,57,51,94,47,27,276,55.2,97.67,Sports
STU8920,Samuel Doctor,Male,21,63,87,96,48,4,298,59.6,87.96,Music
STU8921,Lucky Chad,Male,18,58,22,1,45,41,167,33.4,62.83,Sports
STU8922,Megha Mann,Female,19,35,23,100,68,100,326,65.2,84.57,None
STU8923,Qadim Dada,Male,22,47,56,49,99,8,259,51.8,63.01,Drama
STU8924,Matthew Wason,Male,17,50,89,92,93,16,340,68,77.85,Sports
STU8925,Vansha Din,Female,22,55,66,78,24,64,287,57.4,63.79,Sports
STU8926,Niharika Saha,Female,20,9,24,17,26,19,95,19,92.43,Dance
STU8927,Krisha Lall,Female,18,3,31,15,27,20,96,19.2,95.79,Sports
STU8928,Nandini Dar,Female,20,86,29,39,9,32,195,39,89.15,None
STU8929,Upadhriti Doctor,Female,17,84,100,44,15,32,275,55,67.57,None
STU8930,Teerth Narasimhan,Male,19,61,92,42,59,75,329,65.8,67.31,Dance
STU8931,Krisha Sarin,Female,18,1,60,31,27,33,152,30.4,77.5,Science Club
STU8932,Agastya Chander,Male,21,89,80,19,30,3,221,44.2,97.42,None
STU8933,Yashawini Ramaswamy,Female,17,90,45,34,91,47,307,61.4,76.91,Drama
STU8934,Rajeshri Khurana,Female,17,78,35,58,57,53,281,56.2,84.39,None
STU8935,Urvi Tiwari,Female,21,31,85,14,58,37,225,45,97.19,Sports
STU8936,Samesh Kamdar,Male,17,75,29,30,37,39,210,42,99.49,Sports
STU8937,Aarna Banerjee,Female,19,67,9,91,53,48,268,53.6,91.91,Sports
STU8938,Warda Lal,Female,17,27,11,93,48,17,196,39.2,79.77,Drama
STU8939,Christopher Char,Male,21,68,90,89,10,72,329,65.8,72.86,Dance
STU8940,Hemangini Nair,Female,18,23,5,99,5,15,147,29.4,80.03,Science Club
STU8941,Arya Maharaj,Female,20,56,7,59,87,10,219,43.8,81.78,Dance
STU8942,Harsh Prabhakar,Male,18,21,69,6,70,59,225,45,92.82,Music
STU8943,Bhavna Shanker,Female,18,86,55,60,2,3,206,41.2,89.77,Dance
STU8944,Anjali Saha,Female,19,44,9,80,17,27,177,35.4,78.32,Drama
STU8945,Anirudh Thaman,Male,17,27,33,71,5,45,181,36.2,98.78,Music
STU8946,Rohan Bal,Male,17,21,62,16,54,83,236,47.2,96.46,Drama
STU8947,Lopa Sankar,Female,18,84,8,2,40,59,193,38.6,95.34,None
STU8948,Rachita Sheth,Female,22,46,32,82,91,72,323,64.6,84.23,None
STU8949,Vedant Dada,Male,22,91,72,42,89,28,322,64.4,63.6,Drama
STU8950,Baljiwan Pant,Male,20,27,47,28,1,61,164,32.8,80.42,None
STU8951,Urvashi Mistry,Female,17,32,12,97,97,97,335,67,68.29,Science Club
STU8952,Jhalak Bhat,Female,19,78,44,59,2,81,264,52.8,87.83,Dance
STU8953,Eshana Minhas,Female,19,11,4,50,69,85,219,43.8,99.42,Science Club
STU8954,Logan Konda,Male,19,16,98,19,62,12,207,41.4,69.99,Sports
STU8955,Nidhi Ahuja,Female,18,96,6,39,0,5,146,29.2,67.93,Science Club
STU8956,Chandresh Maharaj,Male,20,99,61,25,97,34,316,63.2,82.63,None
STU8957,Dominic Nadkarni,Male,20,38,33,8,62,23,164,32.8,69.46,None
STU8958,Ekansh Swaminathan,Male,21,27,47,100,56,3,233,46.6,60.12,Drama
STU8959,Utkarsh Srinivasan,Male,17,3,68,100,46,59,276,55.2,69.95,None
STU8960,Vedant Narayan,Male,20,84,80,84,32,37,317,63.4,71.76,Sports
STU8961,Forum Mangat,Female,19,50,9,44,91,72,266,53.2,64.05,Drama
STU8962,Kashish Banerjee,Female,18,57,31,46,80,10,224,44.8,79.82,Sports
STU8963,Wriddhish Dugar,Male,21,1,42,94,42,11,190,38,69.39,Science Club
STU8964,Jason Subramanian,Male,17,39,61,10,29,85,224,44.8,74.52,Science Club
STU8965,Ayaan Bal,Male,21,40,87,9,87,80,303,60.6,73.05,Sports
STU8966,Ekaraj Ramesh,Male,22,41,64,3,16,62,186,37.2,99.44,None
STU8967,Aarav Barman,Male,20,10,71,26,19,70,196,39.2,72.02,Music
STU8968,Krish More,Male,19,32,75,94,37,11,249,49.8,67.48,Music
STU8969,Ojas Chanda,Male,18,64,63,91,51,100,369,73.8,69.22,Dance
STU8970,Aryan Bhatia,Male,20,2,74,85,95,14,270,54,66.69,Dance
