Date,Transaction ID,Customer Name,Product,Category,Quantity,Unit Price,Total Amount,Payment Method
27/03/25,3073330083,Samantha Brooks,Meet,Beverages,6,138.68,832.08,Credit Card
31/01/25,8565811989,John Haney DVM,Miss,Personal Care,6,409.27,2455.62,Cash
29/01/25,4176076181,Dr. Jamie Reed DVM,Court,Beverages,6,256.06,1536.36,UPI
24/03/25,5787126325,Stuart Gilbert,Laugh,Snacks,8,22.75,182,UPI
09/03/25,2773667270,Casey Woods,Always,Household,5,161.63,808.15,Net Banking
24/01/25,8584228663,Laura Harper,Size,Beverages,1,287.07,287.07,Debit Card
05/02/25,5609351065,Aaron Carter,Huge,Household,5,79.21,396.05,Debit Card
05/02/25,3256981096,Erica Adams,Material,Frozen Foods,3,195.81,587.43,Net Banking
08/04/25,4411489743,Tracey Valentine,Officer,Beverages,10,207.49,2074.9,UPI
24/02/25,6082124121,Meredith Kennedy,Often,Beverages,8,285.61,2284.88,Credit Card
11/02/25,7312635574,Robert Walter,Network,Beverages,5,80.38,401.9,Net Banking
25/01/25,9328334263,Bobby Robinson,Enter,Household,3,330.27,990.81,UPI
18/03/25,2673673938,Ryan Weaver,Fall,Frozen Foods,6,327.21,1963.26,Credit Card
23/02/25,9190220648,Joseph Gonzalez,Rise,Snacks,2,167.64,335.28,Net Banking
08/02/25,7053741574,Meghan Kelly,Group,Fruits & Vegetables,2,489.49,978.98,Debit Card
28/01/25,3750074388,Timothy Martinez,Those,Fruits & Vegetables,10,287.91,2879.1,UPI
21/01/25,7003101283,Alex Davis,Notice,Beverages,8,46.1,368.8,Debit Card
10/01/25,6721189313,Lisa Bradshaw,Head,Bakery,10,444.86,4448.6,Net Banking
18/03/25,3568711956,Daniel Smith MD,Majority,Frozen Foods,10,195.3,1953,Debit Card
14/03/25,7181690518,Richard Mclaughlin,One,Household,1,126.14,126.14,UPI
17/03/25,7504645375,Kimberly Lewis,Against,Fruits & Vegetables,7,400.58,2804.06,Cash
21/01/25,4695240286,Michael Brown,West,Dairy,3,205.44,616.32,Cash
15/02/25,2746708492,Debra Moss,Religious,Bakery,7,281.18,1968.26,Cash
25/02/25,7296375362,Craig Gonzalez,Country,Dairy,3,39.45,118.35,Cash
14/03/25,8849226104,Patrick Perez,Reason,Snacks,8,259.76,2078.08,UPI
13/01/25,7416367754,Thomas Salinas,Song,Bakery,9,96.49,868.41,Cash
31/01/25,9550246982,Christopher Stevens,Less,Snacks,1,437.16,437.16,Debit Card
04/03/25,9442750069,Albert Johnson,Baby,Frozen Foods,6,98.73,592.38,Net Banking
19/03/25,3033208464,Garrett Stanton,Fine,Frozen Foods,5,17.83,89.15,Debit Card
19/02/25,4005435094,David Jefferson,Player,Personal Care,10,340.32,3403.2,Net Banking
08/01/25,9311275266,Mary Cuevas,Once,Beverages,4,210.16,840.64,Credit Card
22/01/25,3123458876,Tamara Houston,Bag,Personal Care,9,392.61,3533.49,Cash
14/02/25,7258653826,Lindsay Brown,Music,Dairy,1,339.98,339.98,UPI
30/03/25,3205615885,Alicia Vang,Truth,Frozen Foods,3,17.22,51.66,Debit Card
21/01/25,5460570159,Erin Cox,Grow,Frozen Foods,2,233.35,466.7,Credit Card
17/02/25,6763265295,James Rodriguez,Picture,Personal Care,9,337.59,3038.31,Net Banking
08/04/25,9880703457,Kevin Harrison,Image,Dairy,7,123.56,864.92,Debit Card
04/02/25,5600178023,Tiffany Carrillo,Account,Frozen Foods,6,241.21,1447.26,Cash
08/04/25,3640960960,Daniel Gonzales,Nation,Household,6,364.01,2184.06,Cash
14/03/25,6437160561,Kelly Hernandez,Candidate,Snacks,6,127.81,766.86,Cash
14/01/25,1025203091,Kathleen Salinas,By,Frozen Foods,6,27.7,166.2,UPI
18/03/25,8068076606,James Fletcher,Five,Dairy,10,379.78,3797.8,Cash
10/03/25,2138954492,Jeffrey Watson,Threat,Dairy,4,58.86,235.44,Cash
25/01/25,7164404820,Jennifer Atkins,Very,Household,5,292.73,1463.65,Cash
08/03/25,6800591579,Cynthia Garza,White,Household,1,88.79,88.79,UPI
22/03/25,2701685497,Kyle Meyer,Kitchen,Fruits & Vegetables,9,208.05,1872.45,Credit Card
08/03/25,2762080311,Zachary Mccormick,Top,Beverages,8,147.5,1180,Cash
04/02/25,7159030236,Leslie Wu,About,Fruits & Vegetables,6,418.84,2513.04,Debit Card
08/02/25,6562503140,Mrs. Brittany Mccullough,Final,Bakery,8,208.57,1668.56,Debit Card
08/01/25,9814460097,Stephanie Bell,Happen,Snacks,1,397.4,397.4,Debit Card
03/04/25,6544854471,April Hines,Get,Snacks,6,498.16,2988.96,Cash
24/03/25,3146760559,Ryan Hernandez MD,Term,Household,10,484.4,4844,Cash
13/01/25,6275324829,Amanda Bass,Back,Frozen Foods,1,209.54,209.54,Credit Card
13/02/25,4064996497,Brittany Lopez,Lead,Dairy,6,437.38,2624.28,UPI
08/03/25,2200668964,Maria Jones,Really,Frozen Foods,10,135.91,1359.1,Cash
07/04/25,7822387669,Andrew Harrison,Whose,Personal Care,3,247.95,743.85,Credit Card
04/04/25,9654352030,Michelle Rodriguez,Shoulder,Household,4,118.96,475.84,Credit Card
04/02/25,9687292653,Melvin Myers,Next,Frozen Foods,8,348.72,2789.76,UPI
29/01/25,9911011689,Michelle Mack,Show,Personal Care,10,370.79,3707.9,Net Banking
05/03/25,9893989783,Timothy Mathis,Off,Personal Care,5,105.88,529.4,Net Banking
02/03/25,6858732202,Renee Goodwin,Resource,Beverages,4,384.98,1539.92,Debit Card
27/03/25,8062213004,Michael Johnson,Tree,Snacks,5,109.3,546.5,Cash
14/01/25,2189173529,Mario Baker,Actually,Beverages,2,421.61,843.22,Cash
26/03/25,5618801095,Samuel Hendricks,This,Household,7,41.85,292.95,Cash
24/01/25,3849125952,Rachel Johnson,Bit,Beverages,7,71.37,499.59,Net Banking
23/03/25,7822444078,Autumn Palmer,Be,Dairy,9,402.27,3620.43,Cash
06/04/25,9546022702,Michelle Kennedy,Book,Snacks,6,436.43,2618.58,UPI
05/04/25,2222455694,Kristin Ayers,Police,Snacks,5,446.43,2232.15,Debit Card
07/04/25,4096415951,Kathleen Carroll,Method,Bakery,9,312.64,2813.76,Credit Card
25/03/25,1080403971,Amanda Mills,Number,Fruits & Vegetables,1,349.04,349.04,Cash
08/02/25,3117320601,Jessica Bates,Mean,Snacks,2,366.61,733.22,Cash
22/01/25,7131823391,Christine Mclaughlin,Themselves,Beverages,3,292.45,877.35,Cash
04/03/25,2169614186,Kayla Thompson MD,Believe,Frozen Foods,7,228.95,1602.65,UPI
31/03/25,3582642102,David Vargas,Fear,Fruits & Vegetables,6,482.07,2892.42,Cash
09/04/25,4498385998,Michael Miles,Involve,Fruits & Vegetables,10,348.97,3489.7,Debit Card
07/04/25,2918041697,Angel Ortega,Likely,Fruits & Vegetables,2,288.33,576.66,Cash
13/03/25,6363000535,Crystal Peterson,Over,Bakery,7,154.6,1082.2,UPI
12/02/25,6398707548,Betty Clayton,Car,Dairy,4,81.6,326.4,Credit Card
30/01/25,1012511667,Charles Lin,Use,Bakery,6,206.36,1238.16,Debit Card
09/01/25,3504869545,Emily Nguyen,American,Snacks,8,329.19,2633.52,UPI
22/02/25,8396677081,Elizabeth Miller,Land,Personal Care,1,260.5,260.5,Cash
21/03/25,4778187732,Jennifer Robinson,Admit,Household,10,127.4,1274,Credit Card
19/03/25,1961622823,Tina Sanchez,Realize,Fruits & Vegetables,9,193.31,1739.79,UPI
01/04/25,7939823232,Nicole Page,National,Bakery,7,359.78,2518.46,Net Banking
28/02/25,8255520049,Kristina Stewart,Small,Frozen Foods,5,296.9,1484.5,Debit Card
29/03/25,9648880001,Amber Anderson,Name,Snacks,3,280.75,842.25,UPI
08/03/25,7479910898,Amy Berger,Top,Snacks,7,47.27,330.89,Debit Card
02/02/25,8807034148,Latasha Roberts,Standard,Dairy,2,254.21,508.42,Debit Card
06/03/25,6564351199,Mrs. Holly Velazquez,Shoulder,Frozen Foods,7,354.14,2478.98,Credit Card
18/03/25,8021702424,Michael Rios,Second,Dairy,2,110,220,Net Banking
12/03/25,7324987041,Darren Delacruz,Author,Beverages,3,390.27,1170.81,Debit Card
18/02/25,6747864998,Jessica Franco MD,Heart,Beverages,5,228.05,1140.25,Cash
10/03/25,9958065131,Ronald Tucker,Note,Frozen Foods,10,342.02,3420.2,Debit Card
04/04/25,5626824676,Kayla Moreno,Next,Snacks,2,309.06,618.12,Net Banking
13/01/25,9908403616,Jacqueline Williams,Indicate,Dairy,7,152.99,1070.93,Debit Card
06/03/25,2420431284,Benjamin Henderson,Left,Beverages,7,128.74,901.18,Debit Card
02/03/25,5784027017,Scott Swanson,Thought,Personal Care,8,10.38,83.04,UPI
14/03/25,2825270152,Julie Nguyen,Cause,Household,1,410.66,410.66,UPI
27/02/25,9034004383,Heather Maxwell,Also,Beverages,3,93.87,281.61,Credit Card
17/01/25,2740338478,Daniel Dawson,Already,Snacks,5,217.62,1088.1,UPI
22/03/25,6246110093,John Mcbride,Pretty,Snacks,2,51.2,102.4,UPI
17/01/25,8619226314,Christopher Johnston,Center,Household,10,202.84,2028.4,Credit Card
28/03/25,5055520863,Angela Brown,Main,Snacks,9,348.86,3139.74,UPI
19/02/25,9781141918,Sharon Cummings,Also,Dairy,4,416.09,1664.36,Net Banking
21/02/25,7697805244,Kelly Arnold,Why,Household,4,345.17,1380.68,UPI
02/03/25,2191396750,Deborah Johnson,Piece,Bakery,7,463.52,3244.64,UPI
29/03/25,3725965611,Larry Pham,I,Beverages,8,335.96,2687.68,Net Banking
31/03/25,3637970430,Arthur Carter,Strategy,Beverages,7,271.09,1897.63,Debit Card
17/01/25,6112298446,Katherine Hines,Charge,Fruits & Vegetables,8,438.06,3504.48,Cash
03/04/25,3488252882,Jennifer Nunez,See,Bakery,7,92.76,649.32,Net Banking
10/02/25,4665978934,Jack Massey,Threat,Bakery,6,311.63,1869.78,Credit Card
28/02/25,3575381490,Brandon Butler,Less,Personal Care,7,249.72,1748.04,UPI
24/01/25,2486234578,Katherine Keller,Budget,Bakery,8,313.34,2506.72,UPI
19/03/25,5749774527,Drew Thomas,Ground,Dairy,9,217.03,1953.27,Cash
27/03/25,4392424088,Michael Jensen,Industry,Dairy,8,258.54,2068.32,UPI
24/03/25,7461069857,Donna White,Article,Fruits & Vegetables,8,88.19,705.52,Cash
20/01/25,2522904534,Bradley Robinson,Hair,Dairy,8,285.74,2285.92,Cash
27/01/25,1679656721,Andrea Campbell,Only,Household,10,79.33,793.3,Net Banking
10/02/25,4876052442,Monique Ford,Impact,Dairy,1,384.39,384.39,Net Banking
06/04/25,7754513743,Emily Jones,Light,Personal Care,8,388.39,3107.12,Net Banking
27/02/25,4117309448,Samantha Miles,Likely,Beverages,8,20.35,162.8,Net Banking
06/04/25,9134153967,Blake Doyle,Entire,Dairy,10,367.75,3677.5,Credit Card
15/01/25,4537056443,Jessica White,Benefit,Beverages,1,261.09,261.09,Cash
11/02/25,7834045129,Cody Adams,Often,Fruits & Vegetables,4,193.17,772.68,UPI
14/02/25,7027061367,Terry Baker,Already,Beverages,7,472.19,3305.33,Credit Card
05/02/25,4045385078,Carol Underwood,Suffer,Personal Care,3,351.02,1053.06,Debit Card
26/03/25,8867100282,Richard Miller,Record,Beverages,5,243.79,1218.95,Credit Card
14/03/25,9789627129,Jonathan Reynolds,True,Dairy,7,68.95,482.65,Debit Card
23/01/25,1978448026,Amber Williams,Voice,Fruits & Vegetables,6,421.7,2530.2,UPI
10/01/25,7551785032,Beth King,Like,Bakery,3,460.63,1381.89,Net Banking
15/02/25,1438211750,Sandra Richards,Expect,Dairy,1,278.49,278.49,Cash
31/01/25,7426035951,Thomas Clark,Cost,Household,5,350.17,1750.85,Net Banking
17/03/25,1132637423,Louis Perry,Tonight,Fruits & Vegetables,4,418.41,1673.64,Credit Card
26/02/25,8839308757,Brandon Davis MD,Writer,Bakery,8,313.87,2510.96,UPI
31/03/25,7238206154,Paul Brown,Former,Frozen Foods,7,180.34,1262.38,Net Banking
15/01/25,1747735577,Mark Rollins,Star,Fruits & Vegetables,9,339.24,3053.16,UPI
07/02/25,8882272195,Kyle Baldwin,World,Personal Care,8,134.31,1074.48,Credit Card
28/01/25,9777999423,Cynthia Meadows,Particular,Personal Care,7,111.3,779.1,Credit Card
05/03/25,5499421959,Jeremy Yates,Show,Household,5,393.46,1967.3,UPI
15/03/25,9158807992,Erin Reed,Receive,Dairy,2,332.42,664.84,Debit Card
19/02/25,8529263417,Sabrina Ramirez,Institution,Frozen Foods,2,449.13,898.26,Debit Card
07/03/25,8904638350,Isaiah Graham,Pattern,Beverages,5,131.57,657.85,Cash
05/02/25,5150626487,Dillon Gross,Ready,Fruits & Vegetables,6,35.41,212.46,Credit Card
20/02/25,9787138678,Michelle Hernandez,Concern,Snacks,3,406.19,1218.57,Debit Card
26/02/25,4962190915,Mark Ware,In,Household,2,51.17,102.34,UPI
07/03/25,9721159031,Connie Shaw,Age,Personal Care,7,414.71,2902.97,Net Banking
01/04/25,3154573846,Gregory George,Watch,Frozen Foods,6,176.1,1056.6,Debit Card
15/03/25,1317713185,Stephen Russo,Produce,Beverages,10,493.55,4935.5,UPI
11/02/25,8718162585,David Allison,Necessary,Snacks,9,398.03,3582.27,Credit Card
21/03/25,5031238430,Karen Johnson,Believe,Fruits & Vegetables,3,20.67,62.01,Net Banking
20/01/25,5831014801,Ann Sexton,Produce,Frozen Foods,2,331.04,662.08,UPI
28/02/25,2097117121,Jennifer Brewer,Near,Snacks,6,281.5,1689,Cash
13/01/25,2116285185,Jack Wells,Establish,Personal Care,4,378.42,1513.68,Credit Card
19/03/25,1188056341,Andrew Johnson,Rather,Snacks,2,468.63,937.26,Cash
13/02/25,1073904707,Dylan Pacheco,Chance,Fruits & Vegetables,9,213.52,1921.68,Cash
16/03/25,5824610436,Scott Clark,Adult,Beverages,7,336.37,2354.59,Credit Card
04/02/25,8191903518,Jasmin Williams,Take,Fruits & Vegetables,2,419.5,839,Debit Card
02/03/25,2951280594,Carolyn Davis,Word,Fruits & Vegetables,4,457.74,1830.96,Credit Card
02/04/25,9567402508,Jeffrey Huerta,Water,Fruits & Vegetables,7,256.22,1793.54,Debit Card
15/03/25,8838352291,Raymond Chaney,Investment,Personal Care,3,96.45,289.35,UPI
11/01/25,6214109700,Stacy Rosales,Require,Fruits & Vegetables,1,74.53,74.53,Credit Card
06/02/25,4904674175,Elizabeth Torres,War,Personal Care,5,73.14,365.7,Net Banking
11/02/25,9988550335,Duane Sellers,Everyone,Dairy,7,475.57,3328.99,Net Banking
16/01/25,4700869928,Darren Bishop,Growth,Dairy,4,474.81,1899.24,Debit Card
13/02/25,8879075673,Brandon Hamilton,Yet,Frozen Foods,4,468.85,1875.4,Net Banking
20/01/25,1439345790,Dennis Buchanan,Democrat,Personal Care,10,187.05,1870.5,UPI
18/03/25,5287070484,Erin Rios,Than,Dairy,5,249.75,1248.75,UPI
30/01/25,9821490644,Becky Palmer DDS,Value,Fruits & Vegetables,2,170.4,340.8,UPI
18/03/25,2504438747,Jordan Cooper,Organization,Dairy,6,314.02,1884.12,Debit Card
28/03/25,6663205720,Virginia Carter,Process,Fruits & Vegetables,10,57.56,575.6,Cash
02/04/25,1551473095,Brian Nelson,Economic,Household,5,377.3,1886.5,Cash
02/03/25,3600506067,Christopher Harrison,Teach,Fruits & Vegetables,5,476.62,2383.1,Credit Card
22/03/25,6746770730,Brandon Davis,Ability,Beverages,10,412.4,4124,Credit Card
19/01/25,5734485742,Jonathan Myers,Message,Household,9,494.33,4448.97,Net Banking
23/02/25,7681280264,Ruth Gallagher,Way,Bakery,7,335.29,2347.03,Credit Card
10/02/25,4010201413,Samuel Doyle,Interest,Frozen Foods,8,136.84,1094.72,Net Banking
28/01/25,3676732334,Sabrina Haynes,Television,Snacks,5,80.95,404.75,Net Banking
11/02/25,9884490716,Natalie Werner,Without,Fruits & Vegetables,4,480.76,1923.04,Net Banking
12/02/25,6984258748,Jessica Johnson,Two,Personal Care,3,416.39,1249.17,Debit Card
06/04/25,7449946974,Alex Flynn,Discussion,Household,1,136.4,136.4,Debit Card
27/02/25,5167395738,Heather Allen,Cup,Personal Care,1,406.67,406.67,Debit Card
01/04/25,8207124949,Jennifer Chan,Cultural,Bakery,6,278.42,1670.52,Debit Card
16/03/25,8532470134,Mariah Moss,Cultural,Fruits & Vegetables,6,489.48,2936.88,UPI
15/01/25,2297472212,Amy Weaver,Rest,Beverages,3,436.87,1310.61,Cash
08/02/25,4941322028,Sean Park,Particular,Household,7,67.32,471.24,UPI
21/02/25,9457147310,Jennifer Faulkner,Example,Snacks,3,261.25,783.75,UPI
12/03/25,1914024207,Kirsten Hayes,Old,Household,9,249.49,2245.41,Debit Card
04/03/25,3023894537,Timothy Lowe,Former,Snacks,3,436.99,1310.97,Credit Card
02/02/25,5274086795,Dr. Valerie Howell,Within,Personal Care,2,295.99,591.98,Net Banking
30/01/25,6968399513,Anna Ho,How,Frozen Foods,9,291.74,2625.66,Net Banking
26/03/25,7276764741,Megan Horn,Eat,Bakery,1,156.18,156.18,UPI
15/02/25,9105276630,Christopher White,According,Beverages,9,34.99,314.91,Cash
22/01/25,1180257564,Jason Boyd,World,Fruits & Vegetables,9,462.1,4158.9,Credit Card
16/03/25,2584660953,Danny Cooper,They,Snacks,7,427.13,2989.91,Net Banking
30/03/25,5805467513,Sheila Ramirez,Listen,Fruits & Vegetables,6,182.34,1094.04,Credit Card
14/01/25,4861979653,Jessica Rodriguez,Should,Beverages,4,191.98,767.92,Credit Card
03/02/25,3137605993,Carlos Dalton,City,Snacks,5,390.45,1952.25,UPI
04/04/25,9992180046,Barbara Garcia,Education,Personal Care,7,226.56,1585.92,Credit Card
18/03/25,7077985454,Mary English,Note,Frozen Foods,10,197.8,1978,Credit Card
07/03/25,1741546813,Gregory Powell,Else,Bakery,10,398.53,3985.3,Debit Card
24/02/25,5395428471,Samantha Randolph,Know,Frozen Foods,7,348.2,2437.4,Credit Card
27/01/25,4768429712,Stephanie Singh,Every,Beverages,5,202.88,1014.4,Cash
16/03/25,6086893520,Katrina Miller,Try,Fruits & Vegetables,7,60.69,424.83,Net Banking
28/01/25,1604332932,Johnny Davis,Next,Frozen Foods,9,183.35,1650.15,Credit Card
16/03/25,3211885360,Stephen Mitchell,Quickly,Frozen Foods,6,286.22,1717.32,Cash
20/02/25,2835754149,Mark Miller,Before,Personal Care,5,308.27,1541.35,Credit Card
08/02/25,9512107403,Heidi Jones DDS,According,Dairy,6,78.92,473.52,Debit Card
28/03/25,2725438872,Holly Gibson,Poor,Beverages,3,88.12,264.36,Net Banking
31/01/25,1488334416,Mary Mueller,More,Fruits & Vegetables,9,275.51,2479.59,Net Banking
04/04/25,2676189683,Stephen Moore,Possible,Household,10,48.97,489.7,Credit Card
13/01/25,8284161456,Mary Fuller,Give,Bakery,3,178.38,535.14,Net Banking
14/03/25,4490614199,Travis Chase,Conference,Bakery,10,64.1,641,Debit Card
25/03/25,2887071919,Caitlin Hall,Customer,Dairy,6,436.11,2616.66,Net Banking
11/01/25,9472365493,Ray Weber,Person,Snacks,4,159.54,638.16,UPI
16/03/25,7010880692,Allison Jackson,Audience,Dairy,2,230.26,460.52,Credit Card
22/01/25,7786599170,John Howard,Others,Snacks,6,56.75,340.5,Debit Card
24/03/25,2387268569,Douglas Ramos,Compare,Household,10,200.18,2001.8,UPI
27/01/25,8149421724,Melanie Day,Could,Beverages,9,30.2,271.8,Cash
21/01/25,2796689289,Kristen Hanson,Finally,Bakery,1,115.11,115.11,Cash
08/02/25,7902056239,Chad Bean,Let,Personal Care,2,457.27,914.54,Net Banking
14/01/25,3287429190,Shannon Johnson,Skin,Personal Care,5,304.36,1521.8,Net Banking
24/01/25,5464170298,Julie Gonzalez,A,Fruits & Vegetables,5,354.48,1772.4,UPI
09/02/25,4334030249,Amy Hurst,Write,Dairy,2,322.14,644.28,Cash
11/02/25,2941786956,Jenny Zavala,Seven,Personal Care,6,474.07,2844.42,Credit Card
20/02/25,6842096046,Jeffrey Rogers,Beat,Frozen Foods,7,158.53,1109.71,UPI
17/02/25,9010247466,David Fitzgerald,Office,Personal Care,1,348.12,348.12,Debit Card
11/02/25,5530308746,Mary Banks,Only,Beverages,2,353.63,707.26,Debit Card
03/03/25,4238313221,Nicole Blackburn,Court,Snacks,5,418.85,2094.25,Net Banking
26/03/25,3554233112,Michael Salazar,It,Bakery,10,34.78,347.8,Net Banking
11/03/25,3025339630,Christina Martinez,Fund,Frozen Foods,2,233.7,467.4,Debit Card
15/02/25,6462238782,Adam Pugh,Agent,Snacks,7,71.7,501.9,Net Banking
26/01/25,5943414999,Carol Martinez,Back,Fruits & Vegetables,9,352.51,3172.59,Cash
28/03/25,4926893642,Denise Stafford,Number,Personal Care,8,326.13,2609.04,Credit Card
28/01/25,5950008750,Melissa Waller,World,Fruits & Vegetables,4,342.5,1370,UPI
06/02/25,9997096110,Sarah Kelley,Blue,Household,1,296.24,296.24,Credit Card
04/02/25,5441442039,Steven Rodriguez,Same,Snacks,8,211.48,1691.84,Cash
29/01/25,6789979898,Jennifer Acosta,Left,Snacks,6,57.37,344.22,Cash
28/02/25,5642245784,Joseph Ortiz,Task,Frozen Foods,5,232.75,1163.75,Cash
19/01/25,2537008770,Tonya Johnson,Place,Dairy,2,13.38,26.76,Net Banking
26/01/25,4805943595,Tracy Moreno,Determine,Fruits & Vegetables,8,305.27,2442.16,Debit Card
16/02/25,7680525269,Connie Stone,Nor,Personal Care,7,260.41,1822.87,Debit Card
12/01/25,2897252495,Monica Harris,Their,Dairy,1,47.86,47.86,Net Banking
04/04/25,9505988768,Adam Rodriguez,Meeting,Household,6,189.93,1139.58,Credit Card
18/02/25,4713917430,Stephanie Wilson,Lawyer,Snacks,4,165.11,660.44,Net Banking
02/03/25,6266056912,Sheila Rodriguez,Land,Beverages,8,443.28,3546.24,Cash
23/01/25,5214173868,Nicholas Gonzalez II,Main,Personal Care,2,126.03,252.06,UPI
19/01/25,7336092127,Casey Gonzalez,Must,Beverages,6,71.89,431.34,Credit Card
30/01/25,6600500054,Lori Rowe,Sister,Beverages,6,368.03,2208.18,UPI
30/01/25,3055835532,Madison Ibarra,Sure,Personal Care,10,58.58,585.8,UPI
27/01/25,2251239681,Rebecca Bright,Dog,Fruits & Vegetables,2,341.15,682.3,Cash
26/01/25,5068130404,Dana Shelton,Avoid,Beverages,2,331.35,662.7,Credit Card
06/03/25,2217060279,Kevin Decker,She,Frozen Foods,7,17.92,125.44,Debit Card
06/03/25,2962652001,Juan Combs,Often,Dairy,3,315.26,945.78,Debit Card
24/03/25,2458958311,Gary Roach,Own,Frozen Foods,9,49.85,448.65,Net Banking
03/03/25,6574850991,Matthew Bauer,Recent,Personal Care,3,364.27,1092.81,Cash
29/01/25,5748832667,Lori Hunt,Modern,Household,3,33.43,100.29,Net Banking
20/03/25,1402670099,Thomas Koch,Despite,Beverages,9,45.39,408.51,Credit Card
29/01/25,5359928751,Marcus Nguyen,Use,Fruits & Vegetables,2,231.76,463.52,Credit Card
17/02/25,6389253964,Tyler Long,Go,Fruits & Vegetables,7,276.09,1932.63,Cash
27/03/25,3165913272,Tiffany Herrera,Perhaps,Beverages,8,237.88,1903.04,UPI
08/02/25,7733043745,Kelsey Garcia MD,Direction,Bakery,7,316.7,2216.9,Credit Card
06/04/25,6215000726,Ashley Blair,Summer,Bakery,4,399.98,1599.92,Cash
19/02/25,1664941343,Erin Price,Ok,Bakery,3,90.86,272.58,Debit Card
31/01/25,5202101662,Bianca Taylor,Add,Dairy,2,296.73,593.46,Net Banking
17/02/25,3263215271,Kevin Dixon,Production,Household,4,62.36,249.44,Credit Card
17/03/25,7831316181,Joseph Palmer MD,Source,Beverages,5,176.57,882.85,Credit Card
18/01/25,6371259006,Thomas Kennedy,Per,Bakery,4,218.99,875.96,Credit Card
18/02/25,4116547161,Ashley Nolan MD,Suffer,Bakery,1,101.01,101.01,Net Banking
21/03/25,2239487272,Jose Figueroa DVM,Today,Beverages,1,26.85,26.85,Debit Card
09/02/25,2555422762,Gail Mcconnell,Add,Beverages,6,361.24,2167.44,Cash
03/02/25,1701124452,Steven Jenkins,Write,Dairy,5,142.68,713.4,Cash
06/03/25,7953200876,Shawn Harmon,Anyone,Snacks,6,14.83,88.98,Net Banking
28/02/25,6717052464,Maria Jones,Writer,Beverages,6,314.95,1889.7,Credit Card
28/03/25,1652278430,Jaime Miller,Identify,Beverages,10,374.1,3741,Credit Card
09/02/25,3202174749,John Baird,Drop,Household,6,424.18,2545.08,Credit Card
26/03/25,2556607035,Michael Thomas,Toward,Fruits & Vegetables,10,339.23,3392.3,Debit Card
21/01/25,7393684897,Caitlin Holland,Somebody,Frozen Foods,6,284.68,1708.08,Net Banking
05/03/25,9345763187,Trevor King,Name,Household,6,386.86,2321.16,Credit Card
28/02/25,7808141148,David Brown,Yourself,Snacks,6,123.3,739.8,Credit Card
15/03/25,8706351009,Donna Wiley,Attention,Beverages,8,185.77,1486.16,Net Banking
10/01/25,5857668987,Tracey Wagner,Radio,Fruits & Vegetables,3,490.02,1470.06,UPI
25/01/25,5867370702,Barry Gross,Home,Snacks,7,68.85,481.95,Credit Card
01/02/25,2728521548,Rachel Palmer,Whatever,Household,5,12.94,64.7,UPI
05/03/25,3712159342,Raymond Hunter,Yourself,Bakery,7,467.98,3275.86,Debit Card
10/01/25,7165335799,Billy Scott,Large,Dairy,4,318.19,1272.76,Net Banking
01/04/25,6949541724,Kirsten Ramirez,Travel,Dairy,4,435.37,1741.48,UPI
12/03/25,2763958843,Barry Walters,Father,Beverages,2,47.82,95.64,Cash
07/02/25,2605142048,Courtney Brooks DVM,Machine,Household,10,496.88,4968.8,Cash
26/01/25,1049653425,Richard Rivera,Job,Dairy,8,496.18,3969.44,Credit Card
03/03/25,4950257652,John Hudson,History,Bakery,10,156.18,1561.8,Cash
06/02/25,1396007495,Jacob Johnson,Such,Dairy,2,265.81,531.62,Net Banking
10/03/25,5040448215,Michael Vasquez,Possible,Fruits & Vegetables,5,14.09,70.45,Credit Card
13/02/25,8176520963,Catherine Wade,Even,Snacks,5,392.96,1964.8,UPI
09/01/25,5290626859,Christine Crosby,Fact,Bakery,9,422.65,3803.85,Cash
09/01/25,5831360041,Parker Nichols,Former,Snacks,6,415.1,2490.6,Debit Card
18/03/25,6526961976,Robert Dixon,My,Personal Care,6,252.96,1517.76,Cash
29/03/25,8850154811,Andrew Thompson,Simple,Frozen Foods,7,164.95,1154.65,Debit Card
31/03/25,9112404627,Brittney Gibson,Specific,Bakery,1,205.06,205.06,UPI
23/01/25,7112197460,Gary Jackson,Behavior,Dairy,8,191.25,1530,Credit Card
25/03/25,9605299693,Mr. Jorge Johnson,Keep,Snacks,10,246.91,2469.1,Debit Card
17/01/25,4733570658,Molly James,Page,Beverages,6,176.45,1058.7,Cash
01/02/25,8656028311,Susan Schmidt,Financial,Beverages,5,284.27,1421.35,Cash
07/02/25,6737470769,Michael Little,Memory,Dairy,6,432.82,2596.92,Credit Card
30/01/25,7355726851,Rachel Knapp,News,Beverages,3,326.08,978.24,Debit Card
14/03/25,8094224538,Francisco Thornton,Interesting,Frozen Foods,9,340.21,3061.89,Debit Card
24/03/25,4892487044,Max Perez,Tell,Fruits & Vegetables,2,172.06,344.12,Credit Card
31/03/25,6298816836,Erin Tucker,Market,Snacks,1,426.84,426.84,Cash
19/02/25,6986748788,Jeffrey Wiggins,Per,Personal Care,4,81.87,327.48,Credit Card
09/02/25,5761516975,Katie Moreno,Than,Bakery,7,241.54,1690.78,Cash
12/03/25,9425232021,Theresa Manning,State,Frozen Foods,9,356.08,3204.72,Debit Card
19/01/25,8555418230,Brittney Stewart,Democrat,Bakery,4,92.48,369.92,Cash
